qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_021502_00131|MPF_T	contig00026 len=67354 cov=46.1 corr=0 origname=NODE_26_length_67354_cov_46.115583_pilon sw=shovill-spades/1.1.0 date=20260916	879	67354	1	879	44029	46665	879	26	97.042	100.0	100.0	minus	0.0	1762	mate-pair-formation
NC_019389_00068|MPF_F	contig00026 len=67354 cov=46.1 corr=0 origname=NODE_26_length_67354_cov_46.115583_pilon sw=shovill-spades/1.1.0 date=20260916	194	67354	23	194	48839	49354	172	11	93.605	89.0	89.0	minus	7.62e-106	330	mate-pair-formation
NC_023332_00154|MPF_F	contig00026 len=67354 cov=46.1 corr=0 origname=NODE_26_length_67354_cov_46.115583_pilon sw=shovill-spades/1.1.0 date=20260916	474	67354	1	474	49495	50916	474	3	99.367	100.0	100.0	minus	0.0	790	mate-pair-formation
NC_014312_00118|MPF_F	contig00026 len=67354 cov=46.1 corr=0 origname=NODE_26_length_67354_cov_46.115583_pilon sw=shovill-spades/1.1.0 date=20260916	246	67354	1	246	50919	51656	246	0	100.0	100.0	100.0	minus	2.6900000000000004e-163	498	mate-pair-formation
NC_014312_00116|MPF_F	contig00026 len=67354 cov=46.1 corr=0 origname=NODE_26_length_67354_cov_46.115583_pilon sw=shovill-spades/1.1.0 date=20260916	101	67354	1	101	52232	52534	101	0	100.0	100.0	100.0	minus	3.4100000000000005e-64	207	mate-pair-formation
NC_018107_00101|MPF_F	contig00030 len=44036 cov=44.8 corr=0 origname=NODE_30_length_44036_cov_44.806923_pilon sw=shovill-spades/1.1.0 date=20260916	480	44036	1	480	17355	18794	480	18	96.25	100.0	100.0	minus	0.0	923	mate-pair-formation
NC_016980_00240|MPF_F	contig00030 len=44036 cov=44.8 corr=0 origname=NODE_30_length_44036_cov_44.806923_pilon sw=shovill-spades/1.1.0 date=20260916	708	44036	1	708	26987	29110	708	0	100.0	100.0	100.0	plus	0.0	1480	mate-pair-formation
NC_016980_00110|MPF_F	contig00034 len=34186 cov=45.8 corr=0 origname=NODE_34_length_34186_cov_45.763046_pilon sw=shovill-spades/1.1.0 date=20260916	345	34186	1	345	6209	7243	345	0	100.0	100.0	100.0	minus	0.0	718	mate-pair-formation
NC_016980_00109|MPF_F	contig00034 len=34186 cov=45.8 corr=0 origname=NODE_34_length_34186_cov_45.763046_pilon sw=shovill-spades/1.1.0 date=20260916	453	34186	1	453	7243	8601	453	0	100.0	100.0	100.0	minus	0.0	939	mate-pair-formation
NC_016980_00099|MPF_T	contig00034 len=34186 cov=45.8 corr=0 origname=NODE_34_length_34186_cov_45.763046_pilon sw=shovill-spades/1.1.0 date=20260916	905	34186	1	905	18078	20792	905	0	100.0	100.0	100.0	minus	0.0	1846	mate-pair-formation
NC_018107_00235|MPF_F	contig00034 len=34186 cov=45.8 corr=0 origname=NODE_34_length_34186_cov_45.763046_pilon sw=shovill-spades/1.1.0 date=20260916	389	34186	1	389	24753	25919	389	26	93.316	100.0	100.0	minus	0.0	709	mate-pair-formation
NC_023911_00309|MPF_F	contig00034 len=34186 cov=45.8 corr=0 origname=NODE_34_length_34186_cov_45.763046_pilon sw=shovill-spades/1.1.0 date=20260916	286	34186	1	286	25924	26781	286	22	92.308	100.0	100.0	minus	3.79e-175	534	mate-pair-formation
