qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_017624_00009|MPF_T	contig00024 len=27025 cov=7.5 corr=0 origname=NODE_24_length_27025_cov_7.525578_pilon sw=shovill-spades/1.1.0 date=20260916	611	27025	1	599	14124	15920	599	29	95.159	98.0	98.0	minus	0.0	1123	mate-pair-formation
NC_019083_00030|MPF_T	contig00024 len=27025 cov=7.5 corr=0 origname=NODE_24_length_27025_cov_7.525578_pilon sw=shovill-spades/1.1.0 date=20260916	309	27025	1	309	18367	19293	309	4	98.706	100.0	100.0	minus	0.0	630	mate-pair-formation
NC_019157_00030|MPF_T	contig00024 len=27025 cov=7.5 corr=0 origname=NODE_24_length_27025_cov_7.525578_pilon sw=shovill-spades/1.1.0 date=20260916	242	27025	1	242	19302	20027	242	0	100.0	100.0	100.0	minus	9.51e-149	456	mate-pair-formation
NC_019157_00029|MPF_T	contig00024 len=27025 cov=7.5 corr=0 origname=NODE_24_length_27025_cov_7.525578_pilon sw=shovill-spades/1.1.0 date=20260916	351	27025	1	351	20225	21277	351	1	99.715	100.0	100.0	minus	0.0	641	mate-pair-formation
NC_023277_00163|MPF_T	contig00024 len=27025 cov=7.5 corr=0 origname=NODE_24_length_27025_cov_7.525578_pilon sw=shovill-spades/1.1.0 date=20260916	717	27025	1	717	22339	24489	717	71	90.098	100.0	100.0	minus	0.0	1335	mate-pair-formation
NC_023911_00309|MPF_F	contig00026 len=25553 cov=4.2 corr=0 origname=NODE_26_length_25553_cov_4.237552_pilon sw=shovill-spades/1.1.0 date=20260916	286	25553	1	286	1667	2524	286	22	92.308	100.0	100.0	plus	3.68e-175	534	mate-pair-formation
NC_018107_00235|MPF_F	contig00026 len=25553 cov=4.2 corr=0 origname=NODE_26_length_25553_cov_4.237552_pilon sw=shovill-spades/1.1.0 date=20260916	389	25553	1	389	2529	3695	389	26	93.316	100.0	100.0	plus	0.0	709	mate-pair-formation
NC_016980_00099|MPF_T	contig00026 len=25553 cov=4.2 corr=0 origname=NODE_26_length_25553_cov_4.237552_pilon sw=shovill-spades/1.1.0 date=20260916	905	25553	1	905	7656	10370	905	0	100.0	100.0	100.0	plus	0.0	1846	mate-pair-formation
NC_016980_00109|MPF_F	contig00026 len=25553 cov=4.2 corr=0 origname=NODE_26_length_25553_cov_4.237552_pilon sw=shovill-spades/1.1.0 date=20260916	453	25553	1	453	19847	21205	453	1	99.779	100.0	100.0	plus	0.0	936	mate-pair-formation
NC_016980_00110|MPF_F	contig00026 len=25553 cov=4.2 corr=0 origname=NODE_26_length_25553_cov_4.237552_pilon sw=shovill-spades/1.1.0 date=20260916	345	25553	1	345	21205	22239	345	0	100.0	100.0	100.0	plus	0.0	718	mate-pair-formation
NC_021502_00150|MPF_T	contig00028 len=21690 cov=5.2 corr=0 origname=NODE_28_length_21690_cov_5.179845_pilon sw=shovill-spades/1.1.0 date=20260916	770	21690	1	770	17603	19882	770	21	95.974	100.0	100.0	minus	0.0	1401	mate-pair-formation
NC_021502_00131|MPF_T	contig00031 len=16209 cov=4.8 corr=2 origname=NODE_31_length_16209_cov_4.828566_pilon sw=shovill-spades/1.1.0 date=20260916	879	16209	1	879	318	2954	879	41	95.336	100.0	100.0	plus	0.0	1739	mate-pair-formation
NC_014312_00128|MPF_F	contig00031 len=16209 cov=4.8 corr=2 origname=NODE_31_length_16209_cov_4.828566_pilon sw=shovill-spades/1.1.0 date=20260916	211	16209	1	211	3346	3978	211	1	99.526	100.0	100.0	plus	9.26e-130	400	mate-pair-formation
NC_022609_00081|MPF_F	contig00031 len=16209 cov=4.8 corr=2 origname=NODE_31_length_16209_cov_4.828566_pilon sw=shovill-spades/1.1.0 date=20260916	330	16209	1	330	4414	5400	330	15	95.152	100.0	100.0	plus	0.0	652	mate-pair-formation
NC_011281_00082|MPF_F	contig00031 len=16209 cov=4.8 corr=2 origname=NODE_31_length_16209_cov_4.828566_pilon sw=shovill-spades/1.1.0 date=20260916	215	16209	1	215	5679	6323	215	11	94.884	100.0	100.0	plus	3.55e-127	393	mate-pair-formation
NC_021654_00016|MPF_F	contig00031 len=16209 cov=4.8 corr=2 origname=NODE_31_length_16209_cov_4.828566_pilon sw=shovill-spades/1.1.0 date=20260916	668	16209	15	668	6376	8367	664	9	97.139	98.0	98.0	plus	0.0	1236	mate-pair-formation
NC_019165_00034|MPF_F	contig00031 len=16209 cov=4.8 corr=2 origname=NODE_31_length_16209_cov_4.828566_pilon sw=shovill-spades/1.1.0 date=20260916	456	16209	5	455	11261	12613	451	32	92.905	99.0	99.0	plus	0.0	774	mate-pair-formation
NC_014312_00141|MPF_F	contig00031 len=16209 cov=4.8 corr=2 origname=NODE_31_length_16209_cov_4.828566_pilon sw=shovill-spades/1.1.0 date=20260916	940	16209	1	940	12619	15438	940	6	99.362	100.0	100.0	plus	0.0	1873	mate-pair-formation
NC_019389_00068|MPF_F	contig00047 len=6963 cov=4.2 corr=1 origname=NODE_47_length_6963_cov_4.243856_pilon sw=shovill-spades/1.1.0 date=20260916	194	6963	23	194	2142	2657	172	10	94.186	89.0	89.0	minus	2.81e-107	335	mate-pair-formation
NC_023332_00154|MPF_F	contig00047 len=6963 cov=4.2 corr=1 origname=NODE_47_length_6963_cov_4.243856_pilon sw=shovill-spades/1.1.0 date=20260916	474	6963	1	474	3338	4759	474	4	99.156	100.0	100.0	minus	0.0	786	mate-pair-formation
NC_014312_00118|MPF_F	contig00047 len=6963 cov=4.2 corr=1 origname=NODE_47_length_6963_cov_4.243856_pilon sw=shovill-spades/1.1.0 date=20260916	246	6963	1	246	4762	5499	246	3	98.78	100.0	100.0	minus	2.35e-161	491	mate-pair-formation
NC_014312_00116|MPF_F	contig00047 len=6963 cov=4.2 corr=1 origname=NODE_47_length_6963_cov_4.243856_pilon sw=shovill-spades/1.1.0 date=20260916	101	6963	1	101	6075	6377	101	0	100.0	100.0	100.0	minus	4.5300000000000005e-64	206	mate-pair-formation
