"Genome ID","Genome Name","Version","Organism Name","Organism ID","Species Name","Species ID","Genus Name","Genus ID","Reference Library","Reference ID","Matching Hashes","p-Value","Mash Distance"
"h8AfVHpdtjsNg5MSHMGEP2","SAMEA5753755",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0065.fna.gz","957/1000",0,0.00105797
"9sCrDmU7GUKoZJiBUQX7Ju","SAMEA7472470",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0129.fna.gz","934/1000",0,0.00165343
"fP65g7jgZat9zmySmmcDEH","SAMEA6654240",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","829/1000",0,0.00467416
"1wxKRsWY6A8PVJRe5M9yHj","SAMEA5753762",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0038.fna.gz","867/1000",0,0.00351914
"1QC6gsyR4pdPR6Arv3PofN","SAMEA7472508",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0069.fna.gz","841/1000",0,0.00430121
"kV8NN26gn4zMzUrVmiuv4F","SAMEA115925726",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0309.fna.gz","924/1000",0,0.00191916
"wN3gr2Xzq26k75wUJNBtC1","SAMEA6155785",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0070.fna.gz","949/1000",0,0.00126265
"vTLBnVx7RFdfifC3vCaVvn","SAMEA6155816",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","781/1000",0,0.006248
"ru7Tt1Xx7t3XWW6LAU7GY6","SAMN05960943",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0048.fna.gz","844/1000",0,0.00420918
"sw6a6rkZJH6Mb4A3jHLFfK","SAMEA6155817",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0187.fna.gz","896/1000",0,0.00268639
"4Hnraj3XgcJrSeDnYDpxAb","SAMEA5753353",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0230.fna.gz","905/1000",0,0.00243596
"bL6NJqitzvkQG79RwxfPZo","SAMEA111504606",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0012.fna.gz","726/1000",0,0.00823165
"uH9qCLXB9HGRpSMcA5KAZK","SAMEA115925722",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0139.fna.gz","830/1000",0,0.00464278
"gz4qmnkBjJwDq7sn2xK47Y","SAMEA4785017",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0008.fna.gz","896/1000",0,0.00268639
"os9PxKsnWVQ1yaa4MF8a6c","SAMEA111504611",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0012.fna.gz","734/1000",0,0.00793
"6A7Wk1psHh9ewryZXAJyXf","SAMEA115925712",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0179.fna.gz","904/1000",0,0.0024636
"iCV5KZtRkyPyEau49JCQkr","SAMN36884875",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0119.fna.gz","691/1000",0,0.00960897
"2H7LhawUkgSTwFeNQbsHfx","SAMN36943779",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0344.fna.gz","679/1000",0,0.0101041
"aHqRui8jXfGrasdZ9o7RMw","SAMEA7472505",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0367.fna.gz","691/1000",0,0.00960897
"ajk5KRQbpVw1sMvcdSbbn1","SAMN05960949",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","888/1000",0,0.00291212
"cLrDJaBZwCxksJns9enuHQ","SAMEA5753763",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0425.fna.gz","896/1000",0,0.00268639
"9EK6nFkQxjy3n4a8BZUhs5","SAMN36884884",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0475.fna.gz","735/1000",0,0.00789262
"opgxhkceTYBhoHePQ7i3J2","SAMEA111505116",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0082.fna.gz","833/1000",0,0.00454897
"3CZfqkzSWZLhnUJapfWebH","SAMN41988748",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0202.fna.gz","961/1000",0,0.000956583
"k4M3rSMsx1QNStuBYozfXJ","SAMN05960886",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0003.fna.gz","906/1000",0,0.00240836
"17cjBXCud4W8WzY9Adcadf","SAMEA6654231",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","832/1000",0,0.00458019
"bgSrxKwxA6HeN1jdLNgHsG","SAMEA5753739",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0161.fna.gz","903/1000",0,0.00249129
"uQyJaAJRdkvckdJnxkNQWD","SAMEA5753725",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0263.fna.gz","732/1000",0,0.00800497
"8JbGkEtkonwzJzAFhjvvPP","SAMEA7472509",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0069.fna.gz","844/1000",0,0.00420918
"dQaeWNGmkR27kysq26if8M","SAMEA5753730",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0225.fna.gz","820/1000",0,0.00495906
"r9av7Pjq7KmtguHZVx827e","SAMEA115925713",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","782/1000",0,0.00621379
"vJZE3Nvvtpj7S7mzx9aBLJ","SAMEA6155781",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","781/1000",0,0.006248
"1ZKLGKjWkBqdJjheeB9mFL","SAMN05960879",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0086.fna.gz","840/1000",0,0.00433199
"8YnVyxHA7nqtqzDfQdJ3mB","SAMEA8515137",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0367.fna.gz","690/1000",0,0.00964976
"5Vzojp1ehDS15wUpA1k7aJ","SAMEA111505122",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0209.fna.gz","869/1000",0,0.0034604
"hNFZHi4TzoXS9HPc1dSDA8","SAMEA5753773",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0450.fna.gz","751/1000",0,0.00730426
"pnFzwi6DT6U9P7HitW1FMj","SAMEA4785011",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0004.fna.gz","797/1000",0,0.00570819
"nL2Rwd36aKVaXBMmuKchbV","SAMEA115925707",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","778/1000",0,0.00635099
"dZfePqBBSqwaWSZP1wwyxd","SAMEA111504607",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0158.fna.gz","839/1000",0,0.00436283
"aV1sM8V81ttSdPBmseMK66","SAMN05960907",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0082.fna.gz","808/1000",0,0.00534606
"geUM1oQYdtik6Xehr3Zscf","SAMEA5753355",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0267.fna.gz","805/1000",0,0.00544411
"iatBhmBrmLiAAiLsaRp5YH","SAMEA6422766",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0004.fna.gz","778/1000",0,0.00635099
"hN9QXqRKzHjwKe8aeifrGQ","SAMEA4785012",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0008.fna.gz","896/1000",0,0.00268639
"aWGoHCv91FJnnizvSsmbKE","SAMN05960958",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0023.fna.gz","890/1000",0,0.0028554
"jpRJy2sHoCEddK5MzjPAm8","SAMEA111504612",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0095.fna.gz","713/1000",0,0.00873204
"jTcoqu2MdhH2h4g6svP51p","SAMN41988737",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0021.fna.gz","844/1000",0,0.00420918
"kUP4v3dKJP9skf3bHvwXUu","SAMN05960904",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0178.fna.gz","999/1000",0,0.0000238274
"kqYjA4z1VWxyg1LQ1akVnQ","SAMEA6155866",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0080.fna.gz","891/1000",0,0.00282712
"uc7XTeozGMpUiurZSWSuWM","SAMN05960925",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0042.fna.gz","957/1000",0,0.00105797
"xhNWCcrWXPqL9Ru7rU3mrt","SAMN05960895",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0004.fna.gz","789/1000",0,0.00597612
"mbBUQEkWPfbuxaRBM3VeNf","SAMEA6155829",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0012.fna.gz","734/1000",0,0.00793
"pvabPX7NiEvSwjZkUUaUuv","SAMN36884878",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0179.fna.gz","883/1000",0,0.00305472
"dyToryGFYPUg65sMmJ5YhD","SAMN05960881",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0086.fna.gz","840/1000",0,0.00433199
"wTdMVFMhJBMNS9NczV2jFY","SAMEA7472442",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0179.fna.gz","885/1000",0,0.00299754
"8Zy84MWZMiScmkJwsiFnyQ","SAMEA111505123",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0104.fna.gz","754/1000",0,0.00719593
"rvGui5euCpQhNxbsBaxRQK","SAMEA6155778",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","781/1000",0,0.006248
"koB4JkyTa9iuBJaS6ynr2d","SAMN46427849",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0367.fna.gz","729/1000",0,0.00811798
"k8xYz3zN61c7cXRqG1V9mj","SAMEA5753754",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0441.fna.gz","771/1000",0,0.00659353
"gUxVpQuVi3i99x2a1hsEc7","SAMEA5753757",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0065.fna.gz","965/1000",0,0.000855821
"j62D2jwXVD9t2v2ZiXNj24","SAMEA6155834",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","781/1000",0,0.006248
"r22EXMLiW4Z32nTtPaYYRY","SAMEA6158235",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0001.fna.gz","775/1000",0,0.00645455
"wnY8BLJvKiKJj8EKgNEMqp","SAMEA111505139",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0082.fna.gz","818/1000",0,0.00502299
"hv4tdSDtdCJiL7h8Erv8Qw","SAMEA7472507",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0069.fna.gz","841/1000",0,0.00430121
"bJZWZD2FSBUWqM6DtiggqM","SAMEA7472468",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0393.fna.gz","701/1000",0,0.00920555
"xyGww7Z1sR6wErTvaU1AXk","SAMN05960898",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0187.fna.gz","860/1000",0,0.0037263
"4mRJucNety59xcCC1tY51j","SAMEA6422764",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0184.fna.gz","878/1000",0,0.00319852
"emScuqyhFJCc1HeEFEmvuE","SAMEA6155893",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","810/1000",0,0.00528099
"iBWRLXhehPKCwucq4oFFBv","SAMEA5753448",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0014.fna.gz","730/1000",0,0.00808024
"pW1Kpbr4jEfJfJpkB7udD1","SAMEA6155826",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0042.fna.gz","944/1000",0,0.00139189
"r8hvFxtWhiAbUyg1kwXsir","SAMEA7472515",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0177.fna.gz","892/1000",0,0.00279888
"kdUfqfNFMSrgBoucX5xvfP","SAMEA7472372",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0023.fna.gz","908/1000",0,0.0023533
"8UQhM26DjirjJRY7tk4fiJ","SAMEA7472405",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0017.fna.gz","783/1000",0,0.00617965
"j9ZShn3RZeenuS7oiH6gYa","SAMEA6155855",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","810/1000",0,0.00528099
"sB3AMskB74w4RxSkWLsher","SAMEA5753731",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0207.fna.gz","840/1000",0,0.00433199
"viX7qNyijfnBPd9ruFm8we","SAMEA7472517",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0086.fna.gz","797/1000",0,0.00570819
"mhumFeLBiEKJ31MhCzA8vb","SAMN36884891",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0053.fna.gz","741/1000",0,0.00766986
"5f2Wsts6UszDxa6ggD49MU","SAMEA5753371",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0207.fna.gz","828/1000",0,0.00470559
"nxs8abV3G6H4G7mikPrnuF","SAMEA6422761",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0125.fna.gz","841/1000",0,0.00430121
"bS81DVrppm6u5fWTkYFQ7B","SAMEA6422785",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0082.fna.gz","815/1000",0,0.00511931
"5CNpBnF5H4n9eHHomRLzQT","SAMEA6155865",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0080.fna.gz","884/1000",0,0.00302611
"7osKw9nwAbzmFk8SAZCCVq","SAMEA5753797",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0024.fna.gz","854/1000",0,0.00390583
"utzjj6oLjCnX7gZM8dEmkc","SAMEA111505126",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0004.fna.gz","775/1000",0,0.00645455
"aFmgnCiB28KNQAe6qxxKur","SAMEA7472371",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0178.fna.gz","810/1000",0,0.00528099
"cocDC5PVaDCsHxNGfWc5k3","SAMEA6422756",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0083.fna.gz","769/1000",0,0.00666341
"8kVbukWkaFEqdXzhiXoBpf","SAMEA6155853",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0053.fna.gz","729/1000",0,0.00811798
"kaiogLxCJLSa245NCTkt9g","SAMN05960956",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0189.fna.gz","998/1000",0,0.0000476906
"oGSv5BjAnBd2ofvw7ZBZEz","SAMEA6654232",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","833/1000",0,0.00454897
"cdbaGrHDemPtw1BgydfcvJ","SAMN36884876",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0004.fna.gz","832/1000",0,0.00458019
"6Yx8hEXhsdHNMdjcnHpdXj","SAMEA6155833",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0007.fna.gz","816/1000",0,0.00508714
"hAbwaa2M11aDucG5dNcx6N","SAMEA6155807",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0176.fna.gz","842/1000",0,0.00427048
"ov8R6Jr2mE8UgaeeqheaFP","SAMEA115925716",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0070.fna.gz","873/1000",0,0.00334352
"dgL11DroRQLtr1f55o8bTr","SAMN05960906",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0082.fna.gz","808/1000",0,0.00534606
"kVaSn9PWDtVoXozYzBTQFk","SAMEA111504609",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0082.fna.gz","831/1000",0,0.00461146
"rSffqw8uKXHjTgvArFBgq7","SAMEA6155858",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0082.fna.gz","809/1000",0,0.00531349
"miwMhf78aTEavL2snrWv8o","SAMEA6155789",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","809/1000",0,0.00531349
"jVsruuu8Mj75YfkzqpdtsP","SAMEA5753327",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0014.fna.gz","692/1000",0,0.00956826
"fh4M2ynawwkpe9bESyogqC","SAMEA5753786",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0127.fna.gz","831/1000",0,0.00461146
"bV4RhJMeAGN5HN3w7U73N2","SAMEA8515127",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0156.fna.gz","809/1000",0,0.00531349
"vtgvqBT53v8fF46ctdA8wB","SAMEA6155877",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","781/1000",0,0.006248
"umyMDwpZFUJdhx8vnF28oZ","SAMEA6155773",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0167.fna.gz","835/1000",0,0.00448671
"pchsxW6orFh8S3vDcUZoVx","SAMEA5753803",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0207.fna.gz","862/1000",0,0.00366686
"aipP1e8eQesusYkxTMLP3u","SAMEA6155929",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0125.fna.gz","813/1000",0,0.00518381
"jE5MBuuESAgX1U37dXCbVV","SAMEA5753804",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0027.fna.gz","813/1000",0,0.00518381
"cLnu3gj3nHHhWDddjKVqpA","SAMEA6155847",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0082.fna.gz","809/1000",0,0.00531349
"92wiTibEdTeNBpqY17uE8E","SAMEA6422771",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","802/1000",0,0.0055427
"dAkZRDf8BnMSmHg38GM8rm","SAMN05960921",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0185.fna.gz","998/1000",0,0.0000476906
"eH94miV6WHVNfQjumX6o7R","SAMEA6155843",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0009.fna.gz","780/1000",0,0.00628226
"mZQaeb3FczXTW5Z5S3MwVo","SAMEA7472409",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0084.fna.gz","977/1000",0,0.000557238
"7hnX9PJywogzyRrzeEeVfk","SAMN05960873",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0075.fna.gz","982/1000",0,0.000434439
"ppPWXTxt911sQikKZ64yQ2","SAMEA111505118",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0137.fna.gz","834/1000",0,0.00451781
"4rJRoHYr5NR82wGsPzD5vn","SAMEA6155876",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0070.fna.gz","899/1000",0,0.0026025
"4Rve9vkKjgmV9RdsLuAftK","SAMN31892430",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0012.fna.gz","820/1000",0,0.00495906
"k6jL9xWt1Di2np5pYwysKb","SAMEA6635864",,,,"Klebsiella pneumoniae","573","Klebsiella","570",,"Klebsiella_pneumoniae/0012.fna.gz","736/1000",0,0.00785531
"azNWjydAsZsWq5oBkJZpsG","SAMEA7472511",,,,"Klebsiella pneumoniae","573","Klebsiella","570","Curated","Klebsiella_pneumoniae/0244.fna.gz","869/1000",0,0.0034604
