genome_id,genome_name,country,qc_status,species_prediction,contig_count,genome_length,n50,st,resistance_score,resistance_gene_count,bla_acquired,bla_esbl_acquired,bla_carb_acquired,virulence_score,k_type,o_type,plasmid_replicons
hqgrhRJ5wzXsFmNFw9knve,SAMEA111504603,Ghana,Passed,Klebsiella pneumoniae,81,5461145,184744,ST73,1,,SCO-1,CTX-M-15,-,1,K25,"O1αβ,2α",ColRNAI;IncFIB(K);IncFII(pKP91)
fzMzq2HmX4xgAcvRsyQ6VR,SAMEA5753759,Senegal,Passed,Klebsiella pneumoniae,53,5117412,298155,ST1661,0,,-,-,-,0,unknown (KL146),O2β,
tPC3fHPm4cUAQydyX8S6Nx,SAMEA6155842,Nigeria,Passed,Klebsiella pneumoniae,19,5123109,734720,ST5241,0,,-,-,-,0,unknown (KL123),O5,Col440I;IncFIA(HI1);IncR
xiaFujBbb97VoVyVGb2yFU,SAMEA6155926,Nigeria,Passed,Klebsiella pneumoniae,51,5577582,462530,ST307,1,,OXA-1,CTX-M-15,-,0,unknown (KL102),O2β,IncFIB(K);IncFII(K)
oB3TSFz5G1nGLNfPPZjaad,SAMN45807624,Nigeria,Passed,Klebsiella pneumoniae,43,5254688,294935,ST442,0,,SCO-1,-,-,0,unknown (KL146),O2β,IncFIB(K)(pCAV1099-114)
vPFn7kLRcVDnEWpF1jWVsJ,SAMEA5753704,Senegal,Passed,Klebsiella pneumoniae,62,5326880,314756,ST281,0,,-,-,-,0,K64,"O1αβ,2α",IncFIB(K)
oymroXCpnMLhvoznap35cu,SAMEA6155844,Nigeria,Passed,Klebsiella pneumoniae,66,5540754,407009,ST101,1,,OXA-1,CTX-M-15,-,1,K17,"O1αβ,2α",Col(pHAD28);Col440I;Col440II;IncFIA(HI1);IncFIB(K);IncFII(pKP91);IncR
dqMxqA3iXxzipcgh6L1Jez,SAMN05960908,Nigeria,Passed,Klebsiella pneumoniae,115,5604538,237780,ST15,1,,OXA-1,CTX-M-15,-,0,K19,"O1αβ,2β",IncFIA(HI1);IncFIB(K);IncFII(K);IncR;repB(R1701)
jD2UahaQxsHd6jRmo249J5,SAMEA5753439,Senegal,Passed,Klebsiella pneumoniae,53,5298900,297808,ST2715,0,,-,-,-,0,K62,"O1αβ,2α",IncQ1
vpw2ESM6jajoMQ2XEVU1uU,SAMEA111505117,Nigeria,Passed,Klebsiella pneumoniae,90,5268753,147349,ST3113,1,,-,CTX-M-15,-,0,unknown (KL146),"O1αβ,2β",Col(pHAD28);Col440II;IncR
chJPYxhsbCDg8adwrZLafv,SAMEA111505125,Nigeria,Passed,Klebsiella pneumoniae,118,5359752,161911,ST4263,0,,-,-,-,0,K25,O5,Col(pHAD28);IncFIB(K)
3ndyvGuykXzTNVihqbCEFm,SAMEA7472352,Nigeria,Passed,Klebsiella pneumoniae,124,5325510,150705,ST340,1,,-,CTX-M-15,-,0,K15,O4,Col(BS512);Col(pHAD28);Col440I;Col440II;IncFIA(HI1);IncFIB(K);IncFII(K);IncR;repB(R1701)
vSayktwZYDYJyC8Bz6RM7t,SAMEA6422737,Nigeria,Passed,Klebsiella pneumoniae,76,5662252,263204,ST15,2,,OXA-1,CTX-M-15,NDM-1,1,Capsule null,"O1αβ,2α",Col(pHAD28);Col440I;ColpVC;IncFIA(HI1);IncFIB(pNDM-Mar);IncHI1B(pNDM-MAR);IncR
2zgoyJTUXSoaq7L6h7QWn6,SAMEA6155878,Nigeria,Passed,Klebsiella pneumoniae,47,5425956,439199,ST17,0,,-,-,-,0,K62,O2β,Col(pHAD28);Col440I;IncFIB(K);IncFII(pKP91);IncR
ef91Cfz9yTsJS9F1xvdgfC,SAMEA6422734,Nigeria,Passed,Klebsiella pneumoniae,110,5639168,377992,ST307,1,,OXA-1,CTX-M-15,-,0,unknown (KL102),O2β,Col(BS512);Col440I;IncFIB(K);IncFII(K)
nxRWuuvbXsuD3fkU81Pka5,SAMEA4785019,Nigeria,Passed,Klebsiella pneumoniae,101,5875118,232142,ST147,2,,OXA-1,CTX-M-15,NDM-1,1,K64,O2α,Col440I;IncFIB(K);IncFIB(pNDM-Mar);IncFIB(pQil);IncFII(K);IncHI1B(pNDM-MAR)
h8AfVHpdtjsNg5MSHMGEP2,SAMEA5753755,Senegal,Passed,Klebsiella pneumoniae,59,5427558,361725,ST1189,0,,-,-,-,0,K28,O2α,IncFIB(K)(pCAV1099-114);RepB
9sCrDmU7GUKoZJiBUQX7Ju,SAMEA7472470,Nigeria,Passed,Klebsiella pneumoniae,69,5457627,263802,ST13,1,,-,CTX-M-15,-,0,K3,"O1αβ,2β",ColRNAI;IncFIA(HI1);IncFIB(K);IncFII(K)
fP65g7jgZat9zmySmmcDEH,SAMEA6654240,Ghana,Passed,Klebsiella pneumoniae,135,5755616,143760,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(K);IncFIB(pNDM-Mar);IncFII(pKP91);IncX3
1wxKRsWY6A8PVJRe5M9yHj,SAMEA5753762,Senegal,Passed,Klebsiella pneumoniae,83,5320365,208551,ST491,0,,-,-,-,0,unknown (KL118),O13,IncFIB(K)
1QC6gsyR4pdPR6Arv3PofN,SAMEA7472508,Nigeria,Passed,Klebsiella pneumoniae,93,5374612,229288,ST442,2,,OXA-1,CTX-M-15,NDM-1,0,K28,O2α,Col(pHAD28);ColpVC;IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncFII(K);IncHI1B(pNDM-MAR)
kV8NN26gn4zMzUrVmiuv4F,SAMEA115925726,Senegal,Passed,Klebsiella pneumoniae,82,5492122,210113,ST967,1,,-,CTX-M-15,-,1,K18,"O1αβ,2β",IncFIB(K)(pCAV1099-114);RepB
wN3gr2Xzq26k75wUJNBtC1,SAMEA6155785,Nigeria,Passed,Klebsiella pneumoniae,87,5269197,194879,ST502,1,,SCO-1,CTX-M-15,-,0,K15,O4,Col440I;IncFIA(HI1);IncFIB(K)(pCAV1099-114);RepB;repB(R1701)
vTLBnVx7RFdfifC3vCaVvn,SAMEA6155816,Nigeria,Passed,Klebsiella pneumoniae,23,5124201,734247,ST5241,0,,-,-,-,0,unknown (KL123),O5,Col440I;IncFIA(HI1);IncR
ru7Tt1Xx7t3XWW6LAU7GY6,SAMN05960943,Nigeria,Passed,Klebsiella pneumoniae,50,5569326,324217,ST420,1,,-,CTX-M-15,-,0,K20,"O1αβ,2α",Col(pHAD28);Col440I;Col440II;IncFIB(K);IncFII(K);IncR
sw6a6rkZJH6Mb4A3jHLFfK,SAMEA6155817,Nigeria,Passed,Klebsiella pneumoniae,72,5488601,476255,ST4,1,,OXA-1,CTX-M-15,-,0,K13,"O1αβ,2α",Col(pHAD28);IncFIA(pBK30683);IncFIB(K);IncFII(K)
4Hnraj3XgcJrSeDnYDpxAb,SAMEA5753353,Senegal,Passed,Klebsiella pneumoniae,59,5416627,258038,ST292,0,,-,-,-,0,K38,O3γ,IncFIB(K)(pCAV1099-114);IncR
bL6NJqitzvkQG79RwxfPZo,SAMEA111504606,Ghana,Passed,Klebsiella pneumoniae,105,5717452,174902,ST25,2,,LAP-2;TEM-190^;OXA-1,CTX-M-15,OXA-181,1,K2,"O1αβ,2β",Col(pHAD28);ColKP3;IncFIB(K)(pCAV1099-114);IncFII;IncX3
uH9qCLXB9HGRpSMcA5KAZK,SAMEA115925722,Senegal,Passed,Klebsiella pneumoniae,114,5476999,149602,ST6,1,,-,CTX-M-15,-,1,K7,"O1αβ,2α",Col(pHAD28);IncFIA(pBK30683);IncFII(K)
gz4qmnkBjJwDq7sn2xK47Y,SAMEA4785017,Nigeria,Passed,Klebsiella pneumoniae,97,5494371,220755,ST395,2,,OXA-1,CTX-M-15,NDM-1,0,unknown (KL108),"O1αβ,2β",Col(pHAD28);IncFIB(pQil);IncFII(K);IncR
os9PxKsnWVQ1yaa4MF8a6c,SAMEA111504611,Ghana,Passed,Klebsiella pneumoniae,90,5601180,229865,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);IncFIB(K)(pCAV1099-114)
6A7Wk1psHh9ewryZXAJyXf,SAMEA115925712,Senegal,Passed,Klebsiella pneumoniae,110,5455523,156391,ST39-1LV,0,,-,-,-,0,K23,"O1αβ,2β",IncFIB(K)(pCAV1099-114);IncFIB(pQil);IncHI1B(pNDM-MAR);repFIB
iCV5KZtRkyPyEau49JCQkr,SAMN36884875,Ghana,Passed,Klebsiella pneumoniae,127,5773103,225351,ST464,1,,LAP-2;OXA-1,CTX-M-15,-,1,K53,"O1αβ,2α",ColpVC;IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncFIB(pKPHS1);IncFII;IncFII(K);IncHI1B(pNDM-MAR);repB(R1701)
2H7LhawUkgSTwFeNQbsHfx,SAMN36943779,Nigeria,Passed,Klebsiella pneumoniae,150,5209856,102997,ST742-1LV,0,,-,-,-,0,unknown (KL120),O4,Col(pHAD28);IncFIB(K);IncFII(K);IncR;repB(R1701)
aHqRui8jXfGrasdZ9o7RMw,SAMEA7472505,Nigeria,Passed,Klebsiella pneumoniae,102,5653306,220949,ST464,2,,OXA-1,CTX-M-15,NDM-7,1,K53,"O1αβ,2α",Col440I;ColpVC;IncFIB(K)(pCAV1099-114);IncFIB(pQil);IncFII(K);IncHI1B(pNDM-MAR);IncX3
ajk5KRQbpVw1sMvcdSbbn1,SAMN05960949,Nigeria,Passed,Klebsiella pneumoniae,87,5552343,197288,ST17,1,,-,CTX-M-15,-,1,K25,O5,Col(pHAD28);IncFIA(HI1);IncFIB(K);IncFII(K);IncR;repB(R1701)
cLrDJaBZwCxksJns9enuHQ,SAMEA5753763,Senegal,Passed,Klebsiella pneumoniae,98,5366024,174820,ST1401,0,,-,-,-,0,unknown (KL146),O2β,Col(pHAD28);Col440I;IncFIA(pBK30683);IncFIB(K);IncFII(pKP91)
9EK6nFkQxjy3n4a8BZUhs5,SAMN36884884,Ghana,Passed,Klebsiella pneumoniae,75,5492889,246013,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,0,K2,"O1αβ,2β",Col(pHAD28);IncFIB(K)(pCAV1099-114)
opgxhkceTYBhoHePQ7i3J2,SAMEA111505116,Nigeria,Passed,Klebsiella pneumoniae,100,5668121,172690,ST147,2,,OXA-9.v1;OXA-1,CTX-M-15,NDM-1,1,Capsule null,O2α,Col(pHAD28);IncFIB(K)(pCAV1099-114);IncFIB(pKPHS1);IncFIB(pQil);IncR;RepB
3CZfqkzSWZLhnUJapfWebH,SAMN41988748,Ghana,Passed,Klebsiella pneumoniae,64,5372577,320364,ST964,0,,-,-,-,0,unknown (KL103),"O1αβ,2α",IncFIA(HI1);IncFIB(K);IncY
k4M3rSMsx1QNStuBYozfXJ,SAMN05960886,Nigeria,Passed,Klebsiella pneumoniae,57,5431778,333576,ST48,1,,-,CTX-M-15;SHV-12,-,1,K62,"O1αβ,2α",IncFIB(K);IncFII(K);IncN
17cjBXCud4W8WzY9Adcadf,SAMEA6654231,Ghana,Passed,Klebsiella pneumoniae,79,5756635,375724,ST17,2,,-,CTX-M-15,OXA-181,1,K25,O5,ColKP3;IncFIB(K);IncFIB(pNDM-Mar);IncFII(pKP91);IncQ1;IncX3
bgSrxKwxA6HeN1jdLNgHsG,SAMEA5753739,Senegal,Passed,Klebsiella pneumoniae,115,5302083,169641,ST281,0,,-,-,-,0,K64,"O1αβ,2α",IncFIB(K);IncR
uQyJaAJRdkvckdJnxkNQWD,SAMEA5753725,Senegal,Passed,Klebsiella pneumoniae,45,5230035,281499,ST3124,0,,-,-,-,0,unknown (KL165),O10,Col(pHAD28)
8JbGkEtkonwzJzAFhjvvPP,SAMEA7472509,Nigeria,Passed,Klebsiella pneumoniae,112,5360306,169093,ST442,2,,OXA-1,CTX-M-15,NDM-1,0,K28,O2α,Col(pHAD28);ColpVC;IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncFII(K);IncHI1B(pNDM-MAR)
dQaeWNGmkR27kysq26if8M,SAMEA5753730,Senegal,Passed,Klebsiella pneumoniae,117,5282733,120730,ST337,0,,-,-,-,0,unknown (KL185),O2β,Col(pHAD28);IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR)
r9av7Pjq7KmtguHZVx827e,SAMEA115925713,Senegal,Passed,Klebsiella pneumoniae,57,5206081,268028,ST17,1,,-,CTX-M-15,-,0,unknown (KL155),O13,IncFII(K);IncR
vJZE3Nvvtpj7S7mzx9aBLJ,SAMEA6155781,Nigeria,Passed,Klebsiella pneumoniae,18,5124243,734680,ST5241,0,,-,-,-,0,unknown (KL123),O5,Col440I;IncFIA(HI1);IncR
1ZKLGKjWkBqdJjheeB9mFL,SAMN05960879,Nigeria,Passed,Klebsiella pneumoniae,88,5592655,377425,ST1263,1,,-,SHV-12,-,0,K10,O3αβ,Col(pHAD28);IncFIA(HI1);IncFIB(K);IncN;IncY
8YnVyxHA7nqtqzDfQdJ3mB,SAMEA8515137,Nigeria,Passed,Klebsiella pneumoniae,112,5643771,136001,ST464,2,,OXA-1,CTX-M-15,NDM-7,1,K53,"O1αβ,2α",Col440I;ColpVC;IncFIB(K)(pCAV1099-114);IncFIB(pQil);IncFII(K);IncX3
5Vzojp1ehDS15wUpA1k7aJ,SAMEA111505122,Nigeria,Passed,Klebsiella pneumoniae,105,5574750,185870,ST1552,1,,OXA-1,CTX-M-15,-,0,K25,"O1αβ,2α",Col(pHAD28);Col440I;IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR);repFIB
hNFZHi4TzoXS9HPc1dSDA8,SAMEA5753773,Senegal,Passed,Klebsiella pneumoniae,125,5369360,130726,ST3286,0,,-,-,-,0,unknown (KL133),O2α,Col440I
pnFzwi6DT6U9P7HitW1FMj,SAMEA4785011,Nigeria,Passed,Klebsiella pneumoniae,116,5692219,207847,ST15,2,,-,-,NDM-1,1,K48,"O1αβ,2α",Col440I;IncFIA(HI1);IncFIB(K);IncFIB(pQil);IncFII(K);IncR
nL2Rwd36aKVaXBMmuKchbV,SAMEA115925707,Senegal,Passed,Klebsiella pneumoniae,93,5614572,264394,ST20,1,,OXA-1,CTX-M-15,-,0,K22,O2β,IncFIB(K);IncFIB(pQil);IncFII(K);IncN4
dZfePqBBSqwaWSZP1wwyxd,SAMEA111504607,Ghana,Passed,Klebsiella pneumoniae,58,5440994,203878,ST218,0,,-,-,-,4,K57,O2β,RepB;repB
aV1sM8V81ttSdPBmseMK66,SAMN05960907,Nigeria,Passed,Klebsiella pneumoniae,71,5665118,286197,ST147,1,,SCO-1,CTX-M-15,-,0,K10,O3αβ,Col(pHAD28);IncFIB(K);IncFII(K)
geUM1oQYdtik6Xehr3Zscf,SAMEA5753355,Senegal,Passed,Klebsiella pneumoniae,75,5343727,245559,ST3282,0,,-,-,-,0,unknown (KL140),O3γ,Col(pHAD28);Col440I;IncFIB(K);IncFII(pKP91)
iatBhmBrmLiAAiLsaRp5YH,SAMEA6422766,Nigeria,Passed,Klebsiella pneumoniae,62,5497045,334974,ST15,1,,OXA-1,CTX-M-15,-,0,K19,"O1αβ,2β",IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR);repFIB
hN9QXqRKzHjwKe8aeifrGQ,SAMEA4785012,Nigeria,Passed,Klebsiella pneumoniae,94,5497370,196863,ST395,2,,OXA-1,CTX-M-15,NDM-1,0,unknown (KL108),"O1αβ,2β",Col(pHAD28);Col440I;IncFIB(pQil);IncFII(K);IncR
aWGoHCv91FJnnizvSsmbKE,SAMN05960958,Nigeria,Passed,Klebsiella pneumoniae,32,5198329,410840,ST45,0,,-,-,-,1,K43,O2α,
jpRJy2sHoCEddK5MzjPAm8,SAMEA111504612,Ghana,Passed,Klebsiella pneumoniae,79,5427564,248565,ST1119,1,,-,CTX-M-15,-,0,unknown (KL110),O3γ,IncFIB(K)(pCAV1099-114);IncR;repFIB
jTcoqu2MdhH2h4g6svP51p,SAMN41988737,Ghana,Passed,Klebsiella pneumoniae,72,5670518,303016,ST36,1,,-,CTX-M-15,-,1,K62,O2α,IncFIA(HI1);IncFIB(K);IncFII(K);repB(R1701)
kUP4v3dKJP9skf3bHvwXUu,SAMN05960904,Nigeria,Passed,Klebsiella pneumoniae,68,5162181,199781,ST3613,0,,-,-,-,0,unknown (KL166),"O11αβ,2γ",Col(MGD2);Col440I;IncFIA(HI1)
kqYjA4z1VWxyg1LQ1akVnQ,SAMEA6155866,Nigeria,Passed,Klebsiella pneumoniae,48,5522518,409740,ST101,1,,OXA-1,CTX-M-15,-,1,K17,"O1αβ,2α",Col(pHAD28);Col440II;IncFIB(K);IncFII(pKP91)
uc7XTeozGMpUiurZSWSuWM,SAMN05960925,Nigeria,Passed,Klebsiella pneumoniae,69,5586859,281584,ST307,1,,OXA-1,CTX-M-15,-,0,unknown (KL102),O2β,IncFIB(K);IncFII(K)
xhNWCcrWXPqL9Ru7rU3mrt,SAMN05960895,Nigeria,Passed,Klebsiella pneumoniae,58,5488037,279596,ST15,1,,OXA-1,CTX-M-15,-,1,unknown (KL112),"O1αβ,2α",IncFIA(HI1);IncFIB(K);IncFII(pKP91);IncR;repB(R1701)
mbBUQEkWPfbuxaRBM3VeNf,SAMEA6155829,Nigeria,Passed,Klebsiella pneumoniae,89,5761291,321397,ST25,1,,LAP-2;OXA-1,CTX-M-15,-,1,K2,"O1αβ,2β",Col(pHAD28);IncFIB(K)(pCAV1099-114);IncR
pvabPX7NiEvSwjZkUUaUuv,SAMN36884878,Ghana,Passed,Klebsiella pneumoniae,87,5744966,319268,ST39,1,,-,CTX-M-15,-,1,K23,"O1αβ,2β",Col(pHAD28);Col440I;IncFIA(HI1);IncFIB(K);IncFII;IncFII(K);IncR
dyToryGFYPUg65sMmJ5YhD,SAMN05960881,Nigeria,Passed,Klebsiella pneumoniae,91,5594041,279938,ST1263,1,,-,SHV-12,-,0,K10,O3αβ,Col(pHAD28);IncFIA(HI1);IncFIB(K);IncN;IncY
wTdMVFMhJBMNS9NczV2jFY,SAMEA7472442,Nigeria,Passed,Klebsiella pneumoniae,110,5717304,334557,ST39,1,,OXA-1,CTX-M-15,-,1,K2,"O1αβ,2α",Col(pHAD28);IncFIB(K);IncFII(pBK30683);IncR
8Zy84MWZMiScmkJwsiFnyQ,SAMEA111505123,Nigeria,Passed,Klebsiella pneumoniae,184,5292800,94724,ST3157,0,,-,-,-,0,K30,"O1αβ,2β",Col440I;IncFIB(K);IncFIB(pQil);IncFII(K);IncR
rvGui5euCpQhNxbsBaxRQK,SAMEA6155778,Nigeria,Passed,Klebsiella pneumoniae,19,5123507,734485,ST5241,0,,-,-,-,0,unknown (KL123),O5,Col440I;IncFIA(HI1);IncR
koB4JkyTa9iuBJaS6ynr2d,SAMN46427849,Nigeria,Passed,Klebsiella pneumoniae,59,5434412,422635,ST464,1,,OXA-1,CTX-M-15,-,0,K53,"O1αβ,2α",Col(pHAD28);IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR)
k8xYz3zN61c7cXRqG1V9mj,SAMEA5753754,Senegal,Passed,Klebsiella pneumoniae,144,5655262,153356,ST3030,0,,-,-,-,1,unknown (KL121),"O1αβ,2α",Col(pHAD28);Col440I;IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncFIB(pNDM-Mar);IncFII(pKP91);RepB
gUxVpQuVi3i99x2a1hsEc7,SAMEA5753757,Senegal,Passed,Klebsiella pneumoniae,67,5466959,311666,ST1189,0,,-,-,-,0,K28,O2α,IncFIB(K)(pCAV1099-114);RepB
j62D2jwXVD9t2v2ZiXNj24,SAMEA6155834,Nigeria,Passed,Klebsiella pneumoniae,17,5123462,734247,ST5241,0,,-,-,-,0,unknown (KL123),O5,Col440I;IncFIA(HI1);IncR
r22EXMLiW4Z32nTtPaYYRY,SAMEA6158235,Nigeria,Passed,Klebsiella pneumoniae,124,5130106,99473,ST340,1,,-,CTX-M-15,-,0,K15,O4,IncFIA(HI1);IncR;repB(R1701)
wnY8BLJvKiKJj8EKgNEMqp,SAMEA111505139,Nigeria,Passed,Klebsiella pneumoniae,146,5813282,150751,ST392,2,,OXA-1,CTX-M-15,NDM-1,0,K27,O4,Col(pHAD28);Col440I;IncFIB(K);IncFIB(pNDM-Mar);IncFII(K);IncHI1B(pNDM-MAR)
hv4tdSDtdCJiL7h8Erv8Qw,SAMEA7472507,Nigeria,Passed,Klebsiella pneumoniae,106,5370520,236727,ST442,2,,-,CTX-M-15,NDM-1,0,Capsule null,O2α,Col(pHAD28);IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncFII(K);IncHI1B(pNDM-MAR)
bJZWZD2FSBUWqM6DtiggqM,SAMEA7472468,Nigeria,Passed,Klebsiella pneumoniae,83,5582501,220998,ST464,2,,-,CTX-M-15,NDM-7,1,K53,"O1αβ,2α",Col440I;ColpVC;IncFIB(pQil);IncFII(K);IncX3
xyGww7Z1sR6wErTvaU1AXk,SAMN05960898,Nigeria,Passed,Klebsiella pneumoniae,67,5511802,279860,ST4,1,,-,CTX-M-15,-,0,K13,"O1αβ,2α",IncFIB(K);IncFII(K);IncR
4mRJucNety59xcCC1tY51j,SAMEA6422764,Nigeria,Passed,Klebsiella pneumoniae,80,5540310,203867,ST73,1,,OXA-1,CTX-M-15,-,1,K25,"O1αβ,2α",Col(IMGS31);Col(pHAD28);IncFIB(K);IncFII(K)
emScuqyhFJCc1HeEFEmvuE,SAMEA6155893,Nigeria,Passed,Klebsiella pneumoniae,47,5424476,439597,ST17,0,,-,-,-,0,K62,O2β,Col(pHAD28);Col440I;IncFIB(K);IncFII(pKP91);IncR
iBWRLXhehPKCwucq4oFFBv,SAMEA5753448,Senegal,Passed,Klebsiella pneumoniae,107,5441695,329792,ST2655,0,,-,-,-,0,unknown (KL135),unknown (OL14),IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR)
pW1Kpbr4jEfJfJpkB7udD1,SAMEA6155826,Nigeria,Passed,Klebsiella pneumoniae,51,5579911,430036,ST307,1,,-,CTX-M-15,-,0,unknown (KL102),O2β,IncFIA(HI1);IncFIB(K);IncFII(K);IncR
r8hvFxtWhiAbUyg1kwXsir,SAMEA7472515,Nigeria,Passed,Klebsiella pneumoniae,67,5199275,261398,ST530,1,,-,CTX-M-15,-,1,K62,"O1αβ,2β",IncFIB(K)
kdUfqfNFMSrgBoucX5xvfP,SAMEA7472372,Nigeria,Passed,Klebsiella pneumoniae,50,5652357,280609,ST45,1,,-,CTX-M-15,-,1,K52,O13,Col440I;IncFIB(K);IncFII(K);IncQ1
8UQhM26DjirjJRY7tk4fiJ,SAMEA7472405,Nigeria,Passed,Klebsiella pneumoniae,84,5472680,337412,ST133,1,,-,CTX-M-15,-,0,unknown (KL116),"O1αβ,2α",IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncHI1B(pNDM-MAR);IncR;repFIB
j9ZShn3RZeenuS7oiH6gYa,SAMEA6155855,Nigeria,Passed,Klebsiella pneumoniae,45,5427520,369069,ST17,0,,-,-,-,0,K62,O2β,Col(pHAD28);Col440I;IncFIB(K);IncFII(pKP91);IncR
sB3AMskB74w4RxSkWLsher,SAMEA5753731,Senegal,Passed,Klebsiella pneumoniae,119,5848891,163502,ST397,0,,-,-,-,1,unknown (KL158),"O1αβ,2α",Col440I;IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncFII(pKP91);RepB
viX7qNyijfnBPd9ruFm8we,SAMEA7472517,Nigeria,Passed,Klebsiella pneumoniae,43,5397496,315681,ST76,0,,-,-,-,1,K10,O3αβ,IncX3
mhumFeLBiEKJ31MhCzA8vb,SAMN36884891,Ghana,Passed,Klebsiella pneumoniae,80,5441187,215128,ST4332,1,,-,CTX-M-15,-,0,unknown (KL171),O3γ,Col440I;IncFIB(K);IncFII(K);IncY
5f2Wsts6UszDxa6ggD49MU,SAMEA5753371,Senegal,Passed,Klebsiella pneumoniae,129,5791130,307148,ST397,0,,-,-,-,1,unknown (KL158),"O1αβ,2α",Col440I;IncFIA(HI1);IncFIB(K)(pCAV1099-114);IncFII(K);IncHI1B(pNDM-MAR)
nxs8abV3G6H4G7mikPrnuF,SAMEA6422761,Nigeria,Passed,Klebsiella pneumoniae,42,5372566,363912,ST219,1,,-,CTX-M-15,-,0,unknown (KL114),"O1αβ,2α",Col440I;IncFIB(K)(pCAV1099-114);RepB
bS81DVrppm6u5fWTkYFQ7B,SAMEA6422785,Nigeria,Passed,Klebsiella pneumoniae,83,5654869,249812,ST147,1,,-,CTX-M-15,-,0,K10,O3αβ,Col(pHAD28);IncFIB(K);IncFII(K);IncR
5CNpBnF5H4n9eHHomRLzQT,SAMEA6155865,Nigeria,Passed,Klebsiella pneumoniae,43,5491216,370914,ST101,1,,OXA-1,CTX-M-15,-,1,K17,"O1αβ,2α",Col(pHAD28);Col440II;IncFIB(K);IncFII(pKP91)
