"Genome ID","Genome Name","Contig","Match ID","Group","Inc Match","Percent Identity","Match Coverage","Contig Start","Contig End","Reference Start","Reference End"
"9RhMYsQKag5K66mFK1tD7W","SAMEA6155852","NODE_15_length_115353_cov_3.740417","NODE_15_length_115353_cov_3.740417:29462..29900:IncFIB(pNDM-Mar)_1__JN420336:99.544419","","IncFIB(pNDM-Mar)",99.54,100,"29462","29900","1","439"
"9RhMYsQKag5K66mFK1tD7W","SAMEA6155852","NODE_18_length_80334_cov_3.646015","NODE_18_length_80334_cov_3.646015:78891..79460:IncHI1B(pNDM-MAR)_1__JN420336:99.649123","","IncHI1B(pNDM-MAR)",99.65,100,"78891","79460","1","570"
"9RhMYsQKag5K66mFK1tD7W","SAMEA6155852","NODE_25_length_26488_cov_4.917845","NODE_25_length_26488_cov_4.917845:12632..13191:IncFIB(K)_1__JN233704:98.928571","","IncFIB(K)",98.93,100,"12632","13191","1","560"
"9RhMYsQKag5K66mFK1tD7W","SAMEA6155852","NODE_36_length_4090_cov_63.038086","NODE_36_length_4090_cov_63.038086:1736..1863:Col(pHAD28)_1__KU674895:89.378070","","Col(pHAD28)",91.47,97.71,"1736","1863","1","129"
"dSpqW4TtLMp5jxf16ShoPH","SAMEA6155959","NODE_32_length_29217_cov_17.262209","NODE_32_length_29217_cov_17.262209:27020..27458:IncFIB(pNDM-Mar)_1__JN420336:100.000000","","IncFIB(pNDM-Mar)",100,100,"27020","27458","1","439"
"dSpqW4TtLMp5jxf16ShoPH","SAMEA6155959","NODE_41_length_18435_cov_18.543412","NODE_41_length_18435_cov_18.543412:16536..16683:IncFII(K)_1__CP000648:95.945946","","IncFII(K)",95.95,100,"16536","16683","1","148"
"dSpqW4TtLMp5jxf16ShoPH","SAMEA6155959","NODE_43_length_18107_cov_19.166870","NODE_43_length_18107_cov_19.166870:4126..4685:IncFIB(K)_1__JN233704:98.928571","","IncFIB(K)",98.93,100,"4126","4685","1","560"
"dSpqW4TtLMp5jxf16ShoPH","SAMEA6155959","NODE_55_length_4582_cov_15.390810","NODE_55_length_4582_cov_15.390810:3178..3747:IncHI1B(pNDM-MAR)_1__JN420336:100.000000","","IncHI1B(pNDM-MAR)",100,100,"3178","3747","1","570"
"dSpqW4TtLMp5jxf16ShoPH","SAMEA6155959","NODE_57_length_4266_cov_141.628270","NODE_57_length_4266_cov_141.628270:1404..1534:Col(pHAD28)_1__KU674895:92.366412","","Col(pHAD28)",92.37,100,"1404","1534","1","131"
"dSpqW4TtLMp5jxf16ShoPH","SAMEA6155959","NODE_69_length_1847_cov_182.213387","NODE_69_length_1847_cov_182.213387:612..802:ColpVC_1__JX133088:95.854922","","ColpVC",96.86,98.96,"612","802","1","191"
"qGZQwxzyQbG9xv2FqV4dvb","SAMEA7472389","NODE_100_length_2837_cov_673.149379","NODE_100_length_2837_cov_673.149379:2691..2819:Col(pHAD28)_1__KU674895:90.839695","","Col(pHAD28)",92.25,98.47,"2691","2819","1","129"
"qGZQwxzyQbG9xv2FqV4dvb","SAMEA7472389","NODE_100_length_2837_cov_673.149379","NODE_100_length_2837_cov_673.149379:1..81:Col(pHAD28)_1__KU674895:58.778626","","Col(pHAD28)",95.06,61.83,"1","81","49","129"
"qGZQwxzyQbG9xv2FqV4dvb","SAMEA7472389","NODE_112_length_1847_cov_783.127002","NODE_112_length_1847_cov_783.127002:1241..1431:ColpVC_1__JX133088:95.854922","","ColpVC",96.86,98.96,"1241","1431","1","191"
"jBvDDt7BspaLmDx9ktp1U1","SAMEA6654212","NODE_36_length_11733_cov_12.615695","NODE_36_length_11733_cov_12.615695:5272..5831:IncFIB(K)(pCAV1099-114)_1__CP011596:100.000000","","IncFIB(K)(pCAV1099-114)",100,100,"5272","5831","1","560"
"jBvDDt7BspaLmDx9ktp1U1","SAMEA6654212","NODE_47_length_4244_cov_801.295054","NODE_47_length_4244_cov_801.295054:120..250:Col(pHAD28)_1__KU674895:92.366412","","Col(pHAD28)",92.37,100,"120","250","1","131"
"jBvDDt7BspaLmDx9ktp1U1","SAMEA6654212","NODE_49_length_3866_cov_662.296522","NODE_49_length_3866_cov_662.296522:120..250:Col(pHAD28)_1__KU674895:92.366412","","Col(pHAD28)",92.37,100,"120","250","1","131"
"hqgrhRJ5wzXsFmNFw9knve","SAMEA111504603","NODE_37_length_30026_cov_27.061901","NODE_37_length_30026_cov_27.061901:17081..17307:IncFII(pKP91)_1__CP000966:88.855136","","IncFII(pKP91)",90.83,97.83,"17081","17307","4","230"
"hqgrhRJ5wzXsFmNFw9knve","SAMEA111504603","NODE_44_length_19809_cov_32.331762","NODE_44_length_19809_cov_32.331762:13067..13626:IncFIB(K)_1__JN233704:98.928571","","IncFIB(K)",98.93,100,"13067","13626","1","560"
"hqgrhRJ5wzXsFmNFw9knve","SAMEA111504603","NODE_53_length_9369_cov_168.336346","NODE_53_length_9369_cov_168.336346:3365..3494:ColRNAI_1__DQ298019:100.000000","","ColRNAI",100,100,"3365","3494","1","130"
"tPC3fHPm4cUAQydyX8S6Nx","SAMEA6155842","NODE_9_length_56343_cov_13.022402","NODE_9_length_56343_cov_13.022402:27225..27475:IncR_1__DQ449578:100.000000","","IncR",100,100,"27225","27475","1","251"
"tPC3fHPm4cUAQydyX8S6Nx","SAMEA6155842","NODE_9_length_56343_cov_13.022402","NODE_9_length_56343_cov_13.022402:51944..52057:Col440I_1__CP023920:94.736842","","Col440I",94.74,100,"51944","52057","1","114"
"tPC3fHPm4cUAQydyX8S6Nx","SAMEA6155842","NODE_12_length_17886_cov_11.395232","NODE_12_length_17886_cov_11.395232:2257..2643:IncFIA(HI1)_1__AF250878:98.195876","","IncFIA(HI1)",98.45,99.74,"2257","2643","2","388"
"xiaFujBbb97VoVyVGb2yFU","SAMEA6155926","NODE_17_length_77996_cov_17.804511","NODE_17_length_77996_cov_17.804511:12569..13128:IncFIB(K)_1__JN233704:98.928571","","IncFIB(K)",98.93,100,"12569","13128","1","560"
"xiaFujBbb97VoVyVGb2yFU","SAMEA6155926","NODE_17_length_77996_cov_17.804511","NODE_17_length_77996_cov_17.804511:76097..76244:IncFII(K)_1__CP000648:95.945946","","IncFII(K)",95.95,100,"76097","76244","1","148"
"oB3TSFz5G1nGLNfPPZjaad","SAMN45807624","NODE_27_length_27591_cov_19.234905","NODE_27_length_27591_cov_19.234905:21814..22373:IncFIB(K)(pCAV1099-114)_1__CP011596:100.000000","","IncFIB(K)(pCAV1099-114)",100,100,"21814","22373","1","560"
"vPFn7kLRcVDnEWpF1jWVsJ","SAMEA5753704","NODE_30_length_22793_cov_17.003349","NODE_30_length_22793_cov_17.003349:6168..6727:IncFIB(K)_1__JN233704:98.928571","","IncFIB(K)",98.93,100,"6168","6727","1","560"
"oymroXCpnMLhvoznap35cu","SAMEA6155844","NODE_24_length_21655_cov_7.593292","NODE_24_length_21655_cov_7.593292:12692..13251:IncFIB(K)_1__JN233704:98.928571","","IncFIB(K)",98.93,100,"12692","13251","1","560"
"oymroXCpnMLhvoznap35cu","SAMEA6155844","NODE_26_length_12505_cov_12.576818","NODE_26_length_12505_cov_12.576818:6532..6782:IncR_1__DQ449578:100.000000","","IncR",100,100,"6532","6782","1","251"
"oymroXCpnMLhvoznap35cu","SAMEA6155844","NODE_27_length_10992_cov_13.384283","NODE_27_length_10992_cov_13.384283:5183..5410:IncFII(pKP91)_1__CP000966:94.816784","","IncFII(pKP91)",96.07,98.7,"5183","5410","3","230"
"oymroXCpnMLhvoznap35cu","SAMEA6155844","NODE_29_length_6177_cov_66.405726","NODE_29_length_6177_cov_66.405726:3962..4074:Col440I_1__CP023920:91.297322","","Col440I",92.11,99.12,"3962","4074","1","114"
"oymroXCpnMLhvoznap35cu","SAMEA6155844","NODE_34_length_4151_cov_89.658440","NODE_34_length_4151_cov_89.658440:2368..2649:Col440II_1__CP023921:96.808511","","Col440II",96.81,100,"2368","2649","1","282"
"oymroXCpnMLhvoznap35cu","SAMEA6155844","NODE_36_length_3592_cov_76.315774","NODE_36_length_3592_cov_76.315774:1839..1969:Col(pHAD28)_1__KU674895:93.129771","","Col(pHAD28)",93.13,100,"1839","1969","1","131"
"oymroXCpnMLhvoznap35cu","SAMEA6155844","NODE_46_length_1557_cov_12.694444","NODE_46_length_1557_cov_12.694444:778..1164:IncFIA(HI1)_1__AF250878:98.195876","","IncFIA(HI1)",98.45,99.74,"778","1164","2","388"
"dqMxqA3iXxzipcgh6L1Jez","SAMN05960908","NODE_26_length_46933_cov_26.475253","NODE_26_length_46933_cov_26.475253:9948..10198:IncR_1__DQ449578:100.000000","","IncR",100,100,"9948","10198","1","251"
"dqMxqA3iXxzipcgh6L1Jez","SAMN05960908","NODE_28_length_43923_cov_22.456280","NODE_28_length_43923_cov_22.456280:25367..25514:IncFII(K)_1__CP000648:97.972973","","IncFII(K)",97.97,100,"25367","25514","1","148"
"dqMxqA3iXxzipcgh6L1Jez","SAMN05960908","NODE_33_length_29669_cov_29.843558","NODE_33_length_29669_cov_29.843558:19038..19660:repB(R1701)_1__CP039970:99.197432","","repB(R1701)",99.2,100,"19038","19660","1","623"
"dqMxqA3iXxzipcgh6L1Jez","SAMN05960908","NODE_39_length_14277_cov_24.085061","NODE_39_length_14277_cov_24.085061:4125..4684:IncFIB(K)_1__JN233704:98.750000","","IncFIB(K)",98.75,100,"4125","4684","1","560"
"dqMxqA3iXxzipcgh6L1Jez","SAMN05960908","NODE_53_length_4043_cov_30.720081","NODE_53_length_4043_cov_30.720081:746..893:IncFII(K)_1__CP000648:98.648649","","IncFII(K)",98.65,100,"746","893","1","148"
"dqMxqA3iXxzipcgh6L1Jez","SAMN05960908","NODE_75_length_1557_cov_25.857488","NODE_75_length_1557_cov_25.857488:394..780:IncFIA(HI1)_1__AF250878:98.195876","","IncFIA(HI1)",98.45,99.74,"394","780","2","388"
"jD2UahaQxsHd6jRmo249J5","SAMEA5753439","NODE_34_length_4583_cov_27.839875","NODE_34_length_4583_cov_27.839875:3961..4489:IncQ1_1__M28829:66.457286","","IncQ1",100,66.46,"3961","4489","1","529"
"vpw2ESM6jajoMQ2XEVU1uU","SAMEA111505117","NODE_56_length_11761_cov_16.760140","NODE_56_length_11761_cov_16.760140:6235..6485:IncR_1__DQ449578:99.601594","","IncR",99.6,100,"6235","6485","1","251"
"vpw2ESM6jajoMQ2XEVU1uU","SAMEA111505117","NODE_67_length_5326_cov_1094.037326","NODE_67_length_5326_cov_1094.037326:2407..2688:Col440II_1__CP023921:100.000000","","Col440II",100,100,"2407","2688","1","282"
"vpw2ESM6jajoMQ2XEVU1uU","SAMEA111505117","NODE_67_length_5326_cov_1094.037326","NODE_67_length_5326_cov_1094.037326:1700..1830:Col(pHAD28)_1__KU674895:92.366412","","Col(pHAD28)",92.37,100,"1700","1830","1","131"
"chJPYxhsbCDg8adwrZLafv","SAMEA111505125","NODE_58_length_11615_cov_9.519497","NODE_58_length_11615_cov_9.519497:2288..2847:IncFIB(K)_1__JN233704:98.928571","","IncFIB(K)",98.93,100,"2288","2847","1","560"
"chJPYxhsbCDg8adwrZLafv","SAMEA111505125","NODE_70_length_6065_cov_6.582972","NODE_70_length_6065_cov_6.582972:4911..5041:Col(pHAD28)_1__KU674895:93.893130","","Col(pHAD28)",93.89,100,"4911","5041","1","131"
"3ndyvGuykXzTNVihqbCEFm","SAMEA7472352","NODE_47_length_23007_cov_4.636503","NODE_47_length_23007_cov_4.636503:22170..22317:IncFII(K)_1__CP000648:100.000000","","IncFII(K)",100,100,"22170","22317","1","148"
"3ndyvGuykXzTNVihqbCEFm","SAMEA7472352","NODE_53_length_12402_cov_5.415508","NODE_53_length_12402_cov_5.415508:4176..4735:IncFIB(K)_1__JN233704:100.000000","","IncFIB(K)",100,100,"4176","4735","1","560"
"3ndyvGuykXzTNVihqbCEFm","SAMEA7472352","NODE_57_length_7930_cov_5.027838","NODE_57_length_7930_cov_5.027838:3684..3934:IncR_1__DQ449578:100.000000","","IncR",100,100,"3684","3934","1","251"
"3ndyvGuykXzTNVihqbCEFm","SAMEA7472352","NODE_66_length_5239_cov_255.347471","NODE_66_length_5239_cov_255.347471:4376..4656:Col440II_1__CP023921:90.425532","","Col440II",90.75,99.65,"4376","4656","2","282"
"3ndyvGuykXzTNVihqbCEFm","SAMEA7472352","NODE_66_length_5239_cov_255.347471","NODE_66_length_5239_cov_255.347471:63..172:Col440I_1__CP023920:90.350877","","Col440I",93.64,96.49,"63","172","1","110"
"3ndyvGuykXzTNVihqbCEFm","SAMEA7472352","NODE_69_length_4609_cov_178.131486","NODE_69_length_4609_cov_178.131486:2701..2814:Col440I_1__CP023920:97.368421","","Col440I",97.37,100,"2701","2814","1","114"
"3ndyvGuykXzTNVihqbCEFm","SAMEA7472352","NODE_76_length_3179_cov_236.794481","NODE_76_length_3179_cov_236.794481:613..726:Col440I_1__CP023920:95.614035","","Col440I",95.61,100,"613","726","1","114"
"3ndyvGuykXzTNVihqbCEFm","SAMEA7472352","NODE_88_length_2277_cov_504.435262","NODE_88_length_2277_cov_504.435262:34..151:Col(pHAD28)_1__KU674895:83.969466","","Col(pHAD28)",93.22,90.08,"34","151","1","118"
"3ndyvGuykXzTNVihqbCEFm","SAMEA7472352","NODE_89_length_2188_cov_656.540450","NODE_89_length_2188_cov_656.540450:798..1030:Col(BS512)_1__NC_010656:100.000000","","Col(BS512)",100,100,"798","1030","1","233"
"3ndyvGuykXzTNVihqbCEFm","SAMEA7472352","NODE_91_length_2059_cov_3.780612","NODE_91_length_2059_cov_3.780612:716..1338:repB(R1701)_1__CP039970:99.197432","","repB(R1701)",99.2,100,"716","1338","1","623"
"3ndyvGuykXzTNVihqbCEFm","SAMEA7472352","NODE_105_length_1557_cov_3.744565","NODE_105_length_1557_cov_3.744565:394..780:IncFIA(HI1)_1__AF250878:98.195876","","IncFIA(HI1)",98.45,99.74,"394","780","2","388"
"vSayktwZYDYJyC8Bz6RM7t","SAMEA6422737","NODE_32_length_15064_cov_14.904110","NODE_32_length_15064_cov_14.904110:1764..2202:IncFIB(pNDM-Mar)_1__JN420336:100.000000","","IncFIB(pNDM-Mar)",100,100,"1764","2202","1","439"
"vSayktwZYDYJyC8Bz6RM7t","SAMEA6422737","NODE_33_length_13982_cov_27.829648","NODE_33_length_13982_cov_27.829648:8232..8482:IncR_1__DQ449578:100.000000","","IncR",100,100,"8232","8482","1","251"
"vSayktwZYDYJyC8Bz6RM7t","SAMEA6422737","NODE_35_length_11239_cov_138.648833","NODE_35_length_11239_cov_138.648833:6436..6549:Col440I_1__CP023920:95.614035","","Col440I",95.61,100,"6436","6549","1","114"
"vSayktwZYDYJyC8Bz6RM7t","SAMEA6422737","NODE_36_length_9608_cov_16.198549","NODE_36_length_9608_cov_16.198549:3010..3579:IncHI1B(pNDM-MAR)_1__JN420336:100.000000","","IncHI1B(pNDM-MAR)",100,100,"3010","3579","1","570"
"vSayktwZYDYJyC8Bz6RM7t","SAMEA6422737","NODE_38_length_7576_cov_29.507557","NODE_38_length_7576_cov_29.507557:2255..2641:IncFIA(HI1)_1__AF250878:98.195876","","IncFIA(HI1)",98.45,99.74,"2255","2641","2","388"
"vSayktwZYDYJyC8Bz6RM7t","SAMEA6422737","NODE_42_length_4537_cov_168.390041","NODE_42_length_4537_cov_168.390041:4348..4462:Col(pHAD28)_1__KU674895:81.679389","","Col(pHAD28)",93.04,87.79,"4348","4462","1","115"
"vSayktwZYDYJyC8Bz6RM7t","SAMEA6422737","NODE_51_length_2157_cov_315.629252","NODE_51_length_2157_cov_315.629252:511..703:ColpVC_1__JX133088:98.445596","","ColpVC",98.45,100,"511","703","1","193"
"2zgoyJTUXSoaq7L6h7QWn6","SAMEA6155878","NODE_16_length_55513_cov_18.483957","NODE_16_length_55513_cov_18.483957:35613..35863:IncR_1__DQ449578:99.601594","","IncR",99.6,100,"35613","35863","1","251"
"2zgoyJTUXSoaq7L6h7QWn6","SAMEA6155878","NODE_16_length_55513_cov_18.483957","NODE_16_length_55513_cov_18.483957:44577..44707:Col(pHAD28)_1__KU674895:93.129771","","Col(pHAD28)",93.13,100,"44577","44707","1","131"
"2zgoyJTUXSoaq7L6h7QWn6","SAMEA6155878","NODE_20_length_33291_cov_11.220083","NODE_20_length_33291_cov_11.220083:31115..31344:IncFII(pKP91)_1__CP000966:100.000000","","IncFII(pKP91)",100,100,"31115","31344","1","230"
"2zgoyJTUXSoaq7L6h7QWn6","SAMEA6155878","NODE_23_length_26901_cov_9.960525","NODE_23_length_26901_cov_9.960525:3224..3783:IncFIB(K)_1__JN233704:98.750000","","IncFIB(K)",98.75,100,"3224","3783","1","560"
"2zgoyJTUXSoaq7L6h7QWn6","SAMEA6155878","NODE_35_length_2610_cov_133.208284","NODE_35_length_2610_cov_133.208284:1545..1654:Col440I_1__CP023920:88.596491","","Col440I",91.82,96.49,"1545","1654","1","110"
"ef91Cfz9yTsJS9F1xvdgfC","SAMEA6422734","NODE_18_length_61619_cov_22.782233","NODE_18_length_61619_cov_22.782233:1753..1900:IncFII(K)_1__CP000648:95.945946","","IncFII(K)",95.95,100,"1753","1900","1","148"
"ef91Cfz9yTsJS9F1xvdgfC","SAMEA6422734","NODE_25_length_16661_cov_28.682345","NODE_25_length_16661_cov_28.682345:12632..13191:IncFIB(K)_1__JN233704:98.928571","","IncFIB(K)",98.93,100,"12632","13191","1","560"
"ef91Cfz9yTsJS9F1xvdgfC","SAMEA6422734","NODE_28_length_4723_cov_192.514922","NODE_28_length_4723_cov_192.514922:3073..3186:Col440I_1__CP023920:100.000000","","Col440I",100,100,"3073","3186","1","114"
"ef91Cfz9yTsJS9F1xvdgfC","SAMEA6422734","NODE_36_length_2108_cov_1.309109","NODE_36_length_2108_cov_1.309109:1185..1417:Col(BS512)_1__NC_010656:99.570815","","Col(BS512)",99.57,100,"1185","1417","1","233"
"nxRWuuvbXsuD3fkU81Pka5","SAMEA4785019","NODE_34_length_33680_cov_59.962297","NODE_34_length_33680_cov_59.962297:26469..27208:IncFIB(pQil)_1__JN233705:100.000000","","IncFIB(pQil)",100,100,"26469","27208","1","740"
"nxRWuuvbXsuD3fkU81Pka5","SAMEA4785019","NODE_42_length_14200_cov_43.408142","NODE_42_length_14200_cov_43.408142:12027..12465:IncFIB(pNDM-Mar)_1__JN420336:100.000000","","IncFIB(pNDM-Mar)",100,100,"12027","12465","1","439"
"nxRWuuvbXsuD3fkU81Pka5","SAMEA4785019","NODE_43_length_11684_cov_44.142648","NODE_43_length_11684_cov_44.142648:1913..2060:IncFII(K)_1__CP000648:97.972973","","IncFII(K)",97.97,100,"1913","2060","1","148"
"nxRWuuvbXsuD3fkU81Pka5","SAMEA4785019","NODE_46_length_9487_cov_52.916171","NODE_46_length_9487_cov_52.916171:4827..5386:IncFIB(K)_1__JN233704:98.928571","","IncFIB(K)",98.93,100,"4827","5386","1","560"
"nxRWuuvbXsuD3fkU81Pka5","SAMEA4785019","NODE_50_length_7059_cov_36.015607","NODE_50_length_7059_cov_36.015607:5811..6380:IncHI1B(pNDM-MAR)_1__JN420336:100.000000","","IncHI1B(pNDM-MAR)",100,100,"5811","6380","1","570"
"nxRWuuvbXsuD3fkU81Pka5","SAMEA4785019","NODE_54_length_4238_cov_418.961326","NODE_54_length_4238_cov_418.961326:916..1029:Col440I_1__CP023920:96.491228","","Col440I",96.49,100,"916","1029","1","114"
"h8AfVHpdtjsNg5MSHMGEP2","SAMEA5753755","NODE_18_length_60870_cov_27.439980","NODE_18_length_60870_cov_27.439980:8150..8709:IncFIB(K)(pCAV1099-114)_1__CP011596:99.821429","","IncFIB(K)(pCAV1099-114)",99.82,100,"8150","8709","1","560"
"h8AfVHpdtjsNg5MSHMGEP2","SAMEA5753755","NODE_18_length_60870_cov_27.439980","NODE_18_length_60870_cov_27.439980:43513..43950:RepB_1_pC39_CP061702.1:100.000000","","RepB",100,100,"43513","43950","1","438"
"9sCrDmU7GUKoZJiBUQX7Ju","SAMEA7472470","NODE_36_length_12582_cov_5.287751","NODE_36_length_12582_cov_5.287751:4398..4957:IncFIB(K)_1__JN233704:100.000000","","IncFIB(K)",100,100,"4398","4957","1","560"
"9sCrDmU7GUKoZJiBUQX7Ju","SAMEA7472470","NODE_39_length_9393_cov_117.591780","NODE_39_length_9393_cov_117.591780:5723..5852:ColRNAI_1__DQ298019:100.000000","","ColRNAI",100,100,"5723","5852","1","130"
"9sCrDmU7GUKoZJiBUQX7Ju","SAMEA7472470","NODE_59_length_2498_cov_3.887453","NODE_59_length_2498_cov_3.887453:444..591:IncFII(K)_1__CP000648:97.297297","","IncFII(K)",97.3,100,"444","591","1","148"
"9sCrDmU7GUKoZJiBUQX7Ju","SAMEA7472470","NODE_78_length_1557_cov_3.081522","NODE_78_length_1557_cov_3.081522:394..780:IncFIA(HI1)_1__AF250878:98.195876","","IncFIA(HI1)",98.45,99.74,"394","780","2","388"
"fP65g7jgZat9zmySmmcDEH","SAMEA6654240","NODE_43_length_34321_cov_6.259044","NODE_43_length_34321_cov_6.259044:4738..5111:IncX3_1__JN247852:100.000000","","IncX3",100,100,"4738","5111","1","374"
"fP65g7jgZat9zmySmmcDEH","SAMEA6654240","NODE_45_length_30575_cov_3.913046","NODE_45_length_30575_cov_3.913046:22336..22563:IncFII(pKP91)_1__CP000966:94.385798","","IncFII(pKP91)",95.63,98.7,"22336","22563","3","230"
"fP65g7jgZat9zmySmmcDEH","SAMEA6654240","NODE_52_length_23108_cov_5.053366","NODE_52_length_23108_cov_5.053366:21089..21527:IncFIB(pNDM-Mar)_1__JN420336:99.316629","","IncFIB(pNDM-Mar)",99.32,100,"21089","21527","1","439"
"fP65g7jgZat9zmySmmcDEH","SAMEA6654240","NODE_72_length_8802_cov_6.392853","NODE_72_length_8802_cov_6.392853:2794..3022:ColKP3_1__JN205800:81.785714","","ColKP3",100,81.79,"2794","3022","1","229"
"fP65g7jgZat9zmySmmcDEH","SAMEA6654240","NODE_81_length_6615_cov_4.658226","NODE_81_length_6615_cov_4.658226:4401..4960:IncFIB(K)_1__JN233704:99.107143","","IncFIB(K)",99.11,100,"4401","4960","1","560"
"1wxKRsWY6A8PVJRe5M9yHj","SAMEA5753762","NODE_33_length_36891_cov_27.453169","NODE_33_length_36891_cov_27.453169:30036..30595:IncFIB(K)_1__JN233704:98.928571","","IncFIB(K)",98.93,100,"30036","30595","1","560"
