qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_014312_00116|MPF_F	contig00024 len=57070 cov=8.5 corr=0 origname=NODE_24_length_57070_cov_8.510616_pilon sw=shovill-spades/1.1.0 date=20260916	101	57070	1	101	4400	4702	101	3	97.03	100.0	100.0	plus	3.63e-63	204	mate-pair-formation
NC_014312_00118|MPF_F	contig00024 len=57070 cov=8.5 corr=0 origname=NODE_24_length_57070_cov_8.510616_pilon sw=shovill-spades/1.1.0 date=20260916	246	57070	1	246	5278	6015	246	3	98.78	100.0	100.0	plus	4.1000000000000005e-161	491	mate-pair-formation
NC_023332_00154|MPF_F	contig00024 len=57070 cov=8.5 corr=0 origname=NODE_24_length_57070_cov_8.510616_pilon sw=shovill-spades/1.1.0 date=20260916	474	57070	1	474	6018	7439	474	7	98.523	100.0	100.0	plus	0.0	778	mate-pair-formation
NC_021231_00085|MPF_F	contig00024 len=57070 cov=8.5 corr=0 origname=NODE_24_length_57070_cov_8.510616_pilon sw=shovill-spades/1.1.0 date=20260916	189	57070	1	189	8054	8620	189	12	93.651	100.0	100.0	plus	1.5499999999999999e-90	286	mate-pair-formation
NC_021502_00131|MPF_T	contig00024 len=57070 cov=8.5 corr=0 origname=NODE_24_length_57070_cov_8.510616_pilon sw=shovill-spades/1.1.0 date=20260916	879	57070	1	879	11244	13880	879	22	97.497	100.0	100.0	plus	0.0	1772	mate-pair-formation
NC_014312_00128|MPF_F	contig00024 len=57070 cov=8.5 corr=0 origname=NODE_24_length_57070_cov_8.510616_pilon sw=shovill-spades/1.1.0 date=20260916	211	57070	1	206	14272	14889	206	5	97.573	98.0	98.0	plus	4.84e-122	378	mate-pair-formation
NC_022609_00081|MPF_F	contig00024 len=57070 cov=8.5 corr=0 origname=NODE_24_length_57070_cov_8.510616_pilon sw=shovill-spades/1.1.0 date=20260916	330	57070	1	330	14909	15898	330	2	99.394	100.0	100.0	plus	0.0	684	mate-pair-formation
NC_019389_00080|MPF_F	contig00024 len=57070 cov=8.5 corr=0 origname=NODE_24_length_57070_cov_8.510616_pilon sw=shovill-spades/1.1.0 date=20260916	212	57070	1	212	15914	16549	212	3	98.585	100.0	100.0	plus	6.75e-141	432	mate-pair-formation
NC_021654_00016|MPF_F	contig00024 len=57070 cov=8.5 corr=0 origname=NODE_24_length_57070_cov_8.510616_pilon sw=shovill-spades/1.1.0 date=20260916	668	57070	15	668	16602	18563	654	21	96.789	98.0	98.0	plus	0.0	1221	mate-pair-formation
NC_019165_00034|MPF_F	contig00024 len=57070 cov=8.5 corr=0 origname=NODE_24_length_57070_cov_8.510616_pilon sw=shovill-spades/1.1.0 date=20260916	456	57070	5	456	21457	22812	452	17	96.239	99.0	99.0	plus	0.0	806	mate-pair-formation
NC_019155_00032|MPF_F	contig00024 len=57070 cov=8.5 corr=0 origname=NODE_24_length_57070_cov_8.510616_pilon sw=shovill-spades/1.1.0 date=20260916	959	57070	1	948	22815	25658	948	34	96.414	99.0	99.0	plus	0.0	1758	mate-pair-formation
NC_021502_00150|MPF_T	contig00024 len=57070 cov=8.5 corr=0 origname=NODE_24_length_57070_cov_8.510616_pilon sw=shovill-spades/1.1.0 date=20260916	770	57070	1	770	28126	30435	770	12	98.442	100.0	100.0	plus	0.0	1444	mate-pair-formation
NC_017624_00009|MPF_T	contig00031 len=34378 cov=8.0 corr=0 origname=NODE_31_length_34378_cov_8.010131_pilon sw=shovill-spades/1.1.0 date=20260916	611	34378	1	599	9979	11775	599	29	95.159	98.0	98.0	minus	0.0	1123	mate-pair-formation
NC_019083_00030|MPF_T	contig00031 len=34378 cov=8.0 corr=0 origname=NODE_31_length_34378_cov_8.010131_pilon sw=shovill-spades/1.1.0 date=20260916	309	34378	1	309	14222	15148	309	4	98.706	100.0	100.0	minus	0.0	630	mate-pair-formation
NC_019157_00030|MPF_T	contig00031 len=34378 cov=8.0 corr=0 origname=NODE_31_length_34378_cov_8.010131_pilon sw=shovill-spades/1.1.0 date=20260916	242	34378	1	242	15157	15882	242	0	100.0	100.0	100.0	minus	9.48e-149	456	mate-pair-formation
NC_019157_00029|MPF_T	contig00031 len=34378 cov=8.0 corr=0 origname=NODE_31_length_34378_cov_8.010131_pilon sw=shovill-spades/1.1.0 date=20260916	351	34378	1	351	16080	17132	351	0	100.0	100.0	100.0	minus	0.0	645	mate-pair-formation
NC_023277_00163|MPF_T	contig00031 len=34378 cov=8.0 corr=0 origname=NODE_31_length_34378_cov_8.010131_pilon sw=shovill-spades/1.1.0 date=20260916	717	34378	1	717	18194	20344	717	71	90.098	100.0	100.0	minus	0.0	1335	mate-pair-formation
