qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_014312_00116|MPF_F	contig00025 len=73591 cov=33.4 corr=0 origname=NODE_25_length_73591_cov_33.355769_pilon sw=shovill-spades/1.1.0 date=20260916	101	73591	1	101	21072	21374	101	0	100.0	100.0	100.0	plus	3.3900000000000004e-64	207	mate-pair-formation
NC_014312_00118|MPF_F	contig00025 len=73591 cov=33.4 corr=0 origname=NODE_25_length_73591_cov_33.355769_pilon sw=shovill-spades/1.1.0 date=20260916	246	73591	1	246	21950	22687	246	0	100.0	100.0	100.0	plus	2.6800000000000003e-163	498	mate-pair-formation
NC_023332_00154|MPF_F	contig00025 len=73591 cov=33.4 corr=0 origname=NODE_25_length_73591_cov_33.355769_pilon sw=shovill-spades/1.1.0 date=20260916	474	73591	1	474	22690	24111	474	3	99.367	100.0	100.0	plus	0.0	790	mate-pair-formation
NC_019389_00068|MPF_F	contig00025 len=73591 cov=33.4 corr=0 origname=NODE_25_length_73591_cov_33.355769_pilon sw=shovill-spades/1.1.0 date=20260916	194	73591	23	194	24252	24767	172	11	93.605	89.0	89.0	plus	7.58e-106	330	mate-pair-formation
NC_021502_00131|MPF_T	contig00025 len=73591 cov=33.4 corr=0 origname=NODE_25_length_73591_cov_33.355769_pilon sw=shovill-spades/1.1.0 date=20260916	879	73591	1	879	26941	29577	879	26	97.042	100.0	100.0	plus	0.0	1762	mate-pair-formation
NC_014312_00128|MPF_F	contig00025 len=73591 cov=33.4 corr=0 origname=NODE_25_length_73591_cov_33.355769_pilon sw=shovill-spades/1.1.0 date=20260916	211	73591	1	211	29969	30601	211	1	99.526	100.0	100.0	plus	4.02e-129	398	mate-pair-formation
NC_022609_00081|MPF_F	contig00025 len=73591 cov=33.4 corr=0 origname=NODE_25_length_73591_cov_33.355769_pilon sw=shovill-spades/1.1.0 date=20260916	330	73591	1	330	31037	32023	330	26	91.818	100.0	100.0	plus	0.0	614	mate-pair-formation
NC_019389_00080|MPF_F	contig00025 len=73591 cov=33.4 corr=0 origname=NODE_25_length_73591_cov_33.355769_pilon sw=shovill-spades/1.1.0 date=20260916	212	73591	1	212	32039	32674	212	7	96.698	100.0	100.0	plus	2.6099999999999998e-138	424	mate-pair-formation
NC_021654_00016|MPF_F	contig00025 len=73591 cov=33.4 corr=0 origname=NODE_25_length_73591_cov_33.355769_pilon sw=shovill-spades/1.1.0 date=20260916	668	73591	1	668	32674	34677	668	10	98.503	100.0	100.0	plus	0.0	1270	mate-pair-formation
NC_019165_00034|MPF_F	contig00025 len=73591 cov=33.4 corr=0 origname=NODE_25_length_73591_cov_33.355769_pilon sw=shovill-spades/1.1.0 date=20260916	456	73591	5	456	37571	38926	452	19	95.796	99.0	99.0	plus	0.0	803	mate-pair-formation
NC_014312_00141|MPF_F	contig00025 len=73591 cov=33.4 corr=0 origname=NODE_25_length_73591_cov_33.355769_pilon sw=shovill-spades/1.1.0 date=20260916	940	73591	1	940	38929	41748	940	0	100.0	100.0	100.0	plus	0.0	1882	mate-pair-formation
NC_021502_00150|MPF_T	contig00025 len=73591 cov=33.4 corr=0 origname=NODE_25_length_73591_cov_33.355769_pilon sw=shovill-spades/1.1.0 date=20260916	770	73591	1	770	44367	46676	770	3	99.61	100.0	100.0	plus	0.0	1455	mate-pair-formation
NC_018107_00101|MPF_F	contig00029 len=50408 cov=34.3 corr=0 origname=NODE_29_length_50408_cov_34.257229_pilon sw=shovill-spades/1.1.0 date=20260916	480	50408	1	480	17357	18796	480	18	96.25	100.0	100.0	minus	0.0	923	mate-pair-formation
NC_016980_00240|MPF_F	contig00029 len=50408 cov=34.3 corr=0 origname=NODE_29_length_50408_cov_34.257229_pilon sw=shovill-spades/1.1.0 date=20260916	708	50408	1	708	26989	29112	708	21	97.034	100.0	100.0	plus	0.0	1441	mate-pair-formation
NC_016980_00110|MPF_F	contig00031 len=47616 cov=37.8 corr=0 origname=NODE_31_length_47616_cov_37.800063_pilon sw=shovill-spades/1.1.0 date=20260916	345	47616	1	345	21255	22289	345	0	100.0	100.0	100.0	minus	0.0	719	mate-pair-formation
NC_016980_00109|MPF_F	contig00031 len=47616 cov=37.8 corr=0 origname=NODE_31_length_47616_cov_37.800063_pilon sw=shovill-spades/1.1.0 date=20260916	453	47616	1	453	22289	23647	453	0	100.0	100.0	100.0	minus	0.0	939	mate-pair-formation
NC_016980_00099|MPF_T	contig00031 len=47616 cov=37.8 corr=0 origname=NODE_31_length_47616_cov_37.800063_pilon sw=shovill-spades/1.1.0 date=20260916	905	47616	1	905	33124	35838	905	1	99.89	100.0	100.0	minus	0.0	1845	mate-pair-formation
NC_018107_00235|MPF_F	contig00031 len=47616 cov=37.8 corr=0 origname=NODE_31_length_47616_cov_37.800063_pilon sw=shovill-spades/1.1.0 date=20260916	389	47616	1	389	39799	40965	389	26	93.316	100.0	100.0	minus	0.0	709	mate-pair-formation
NC_023911_00309|MPF_F	contig00031 len=47616 cov=37.8 corr=0 origname=NODE_31_length_47616_cov_37.800063_pilon sw=shovill-spades/1.1.0 date=20260916	286	47616	1	286	40970	41827	286	22	92.308	100.0	100.0	minus	3.79e-175	534	mate-pair-formation
NC_023277_00163|MPF_T	contig00035 len=35585 cov=23.2 corr=0 origname=NODE_35_length_35585_cov_23.219558_pilon sw=shovill-spades/1.1.0 date=20260916	717	35585	1	717	13998	16148	717	71	90.098	100.0	100.0	plus	0.0	1335	mate-pair-formation
NC_019157_00029|MPF_T	contig00035 len=35585 cov=23.2 corr=0 origname=NODE_35_length_35585_cov_23.219558_pilon sw=shovill-spades/1.1.0 date=20260916	351	35585	1	351	17210	18262	351	1	99.715	100.0	100.0	plus	0.0	641	mate-pair-formation
NC_019157_00030|MPF_T	contig00035 len=35585 cov=23.2 corr=0 origname=NODE_35_length_35585_cov_23.219558_pilon sw=shovill-spades/1.1.0 date=20260916	242	35585	1	242	18460	19185	242	0	100.0	100.0	100.0	plus	9.729999999999999e-149	456	mate-pair-formation
NC_019083_00030|MPF_T	contig00035 len=35585 cov=23.2 corr=0 origname=NODE_35_length_35585_cov_23.219558_pilon sw=shovill-spades/1.1.0 date=20260916	309	35585	1	309	19194	20120	309	4	98.706	100.0	100.0	plus	0.0	630	mate-pair-formation
NC_017624_00009|MPF_T	contig00035 len=35585 cov=23.2 corr=0 origname=NODE_35_length_35585_cov_23.219558_pilon sw=shovill-spades/1.1.0 date=20260916	611	35585	1	599	22567	24363	599	29	95.159	98.0	98.0	plus	0.0	1123	mate-pair-formation
