qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_010409_00124|MPF_F	JAOURE010000044.1 Klebsiella pneumoniae strain P157 contig00081, whole genome shotgun sequence	242	41011	1	242	8509	9234	242	7	97.107	100.0	100.0	plus	6.44e-156	476	mate-pair-formation
NC_019094_00090|MPF_F	JAOURE010000044.1 Klebsiella pneumoniae strain P157 contig00081, whole genome shotgun sequence	484	41011	1	466	9237	10631	466	20	95.494	96.0	96.0	plus	0.0	808	mate-pair-formation
NC_017639_00094|MPF_F	JAOURE010000044.1 Klebsiella pneumoniae strain P157 contig00081, whole genome shotgun sequence	171	41011	1	171	11792	12304	171	6	96.491	100.0	100.0	plus	5.02e-100	313	mate-pair-formation
NC_013437_00116|MPF_T	JAOURE010000044.1 Klebsiella pneumoniae strain P157 contig00081, whole genome shotgun sequence	882	41011	1	874	12823	15444	874	83	90.503	99.0	99.0	plus	0.0	1638	mate-pair-formation
NC_007675_00027|MPF_F	JAOURE010000044.1 Klebsiella pneumoniae strain P157 contig00081, whole genome shotgun sequence	217	41011	1	210	15830	16459	210	1	99.524	97.0	97.0	plus	6.9e-139	426	mate-pair-formation
NC_017639_00100|MPF_F	JAOURE010000044.1 Klebsiella pneumoniae strain P157 contig00081, whole genome shotgun sequence	385	41011	1	319	16459	17415	319	2	99.373	83.0	91.0	plus	0.0	631	mate-pair-formation
NC_018966_00040|MPF_F	JAOURE010000044.1 Klebsiella pneumoniae strain P157 contig00081, whole genome shotgun sequence	212	41011	16	212	17505	18095	197	4	97.97	93.0	93.0	plus	1.0300000000000002e-129	400	mate-pair-formation
NC_010488_00021|MPF_F	JAOURE010000044.1 Klebsiella pneumoniae strain P157 contig00081, whole genome shotgun sequence	602	41011	1	602	18095	19900	602	6	99.003	100.0	100.0	plus	0.0	1179	mate-pair-formation
NC_009837_00049|MPF_F	JAOURE010000044.1 Klebsiella pneumoniae strain P157 contig00081, whole genome shotgun sequence	1398	41011	406	1398	24350	27328	993	72	92.749	71.0	100.0	plus	0.0	1859	mate-pair-formation
08-5333_00200|MPF_Unknown	JAOURE010000044.1 Klebsiella pneumoniae strain P157 contig00081, whole genome shotgun sequence	738	41011	1	738	28834	31038	738	8	98.509	100.0	100.0	plus	0.0	1453	mate-pair-formation
NC_021502_00150|MPF_T	JAOURE010000063.1 Klebsiella pneumoniae strain P157 contig00114, whole genome shotgun sequence	770	19764	1	770	4077	6383	770	23	96.883	100.0	100.0	plus	0.0	1412	mate-pair-formation
NC_021502_00150|MPF_T	JAOURE010000064.1 Klebsiella pneumoniae strain P157 contig00116, whole genome shotgun sequence	770	19227	1	770	4714	7023	770	5	99.351	100.0	100.0	plus	0.0	1452	mate-pair-formation
NC_019165_00034|MPF_F	JAOURE010000070.1 Klebsiella pneumoniae strain P157 contig00126, whole genome shotgun sequence	456	17011	5	455	368	1720	451	21	95.344	99.0	99.0	minus	0.0	797	mate-pair-formation
NC_021654_00016|MPF_F	JAOURE010000070.1 Klebsiella pneumoniae strain P157 contig00126, whole genome shotgun sequence	668	17011	15	668	4614	6575	654	10	98.471	98.0	98.0	minus	0.0	1243	mate-pair-formation
NC_011281_00082|MPF_F	JAOURE010000070.1 Klebsiella pneumoniae strain P157 contig00126, whole genome shotgun sequence	215	17011	1	215	6628	7272	215	10	95.349	100.0	100.0	minus	7.68e-128	395	mate-pair-formation
NC_022609_00081|MPF_F	JAOURE010000070.1 Klebsiella pneumoniae strain P157 contig00126, whole genome shotgun sequence	330	17011	1	330	7551	8537	330	15	95.152	100.0	100.0	minus	0.0	652	mate-pair-formation
NC_014312_00128|MPF_F	JAOURE010000070.1 Klebsiella pneumoniae strain P157 contig00126, whole genome shotgun sequence	211	17011	1	211	8973	9605	211	2	99.052	100.0	100.0	minus	3.44e-129	398	mate-pair-formation
NC_021502_00131|MPF_T	JAOURE010000070.1 Klebsiella pneumoniae strain P157 contig00126, whole genome shotgun sequence	879	17011	1	879	9997	12633	879	43	95.108	100.0	100.0	minus	0.0	1736	mate-pair-formation
NC_019389_00068|MPF_F	JAOURE010000070.1 Klebsiella pneumoniae strain P157 contig00126, whole genome shotgun sequence	194	17011	23	194	15407	15922	172	10	94.186	89.0	89.0	minus	2.88e-107	335	mate-pair-formation
NC_021231_00085|MPF_F	JAOURE010000072.1 Klebsiella pneumoniae strain P157 contig00129, whole genome shotgun sequence	189	16145	1	189	1042	1608	189	4	97.884	100.0	100.0	plus	6.73e-94	296	mate-pair-formation
NC_021502_00131|MPF_T	JAOURE010000072.1 Klebsiella pneumoniae strain P157 contig00129, whole genome shotgun sequence	879	16145	1	879	4243	6879	879	32	96.359	100.0	100.0	plus	0.0	1758	mate-pair-formation
NC_014312_00128|MPF_F	JAOURE010000072.1 Klebsiella pneumoniae strain P157 contig00129, whole genome shotgun sequence	211	16145	1	206	7271	7888	206	4	98.058	98.0	98.0	plus	7.530000000000001e-124	383	mate-pair-formation
NC_022609_00081|MPF_F	JAOURE010000072.1 Klebsiella pneumoniae strain P157 contig00129, whole genome shotgun sequence	330	16145	1	330	7908	8897	330	14	95.758	100.0	100.0	plus	0.0	666	mate-pair-formation
NC_019389_00080|MPF_F	JAOURE010000072.1 Klebsiella pneumoniae strain P157 contig00129, whole genome shotgun sequence	212	16145	1	212	8913	9548	212	6	97.17	100.0	100.0	plus	3.25e-139	427	mate-pair-formation
NC_021654_00016|MPF_F	JAOURE010000072.1 Klebsiella pneumoniae strain P157 contig00129, whole genome shotgun sequence	668	16145	15	668	9601	11562	654	13	98.012	98.0	98.0	plus	0.0	1230	mate-pair-formation
NC_019165_00034|MPF_F	JAOURE010000072.1 Klebsiella pneumoniae strain P157 contig00129, whole genome shotgun sequence	456	16145	5	456	14426	15781	452	10	97.788	99.0	99.0	plus	0.0	816	mate-pair-formation
NC_022375_00024|MPF_T	JAOURE010000088.1 Klebsiella pneumoniae strain P157 contig00153, whole genome shotgun sequence	509	8759	1	509	3654	5180	509	1	99.804	100.0	100.0	plus	0.0	996	mate-pair-formation
NC_009131_00030|MPF_T	JAOURE010000091.1 Klebsiella pneumoniae strain P157 contig00156, whole genome shotgun sequence	105	7883	1	105	3832	4146	105	0	100.0	100.0	100.0	plus	5.15e-66	212	mate-pair-formation
NC_014312_00116|MPF_F	JAOURE010000100.1 Klebsiella pneumoniae strain P157 contig00172, whole genome shotgun sequence	101	5198	1	101	2778	3080	101	3	97.03	100.0	100.0	plus	3.47e-63	204	mate-pair-formation
NC_014312_00118|MPF_F	JAOURE010000100.1 Klebsiella pneumoniae strain P157 contig00172, whole genome shotgun sequence	246	5198	1	246	3656	4393	246	1	99.593	100.0	100.0	plus	2.56e-165	496	mate-pair-formation
NC_022609_00070|MPF_F	JAOURE010000100.1 Klebsiella pneumoniae strain P157 contig00172, whole genome shotgun sequence	256	5198	1	223	4396	5064	223	17	92.377	87.0	100.0	plus	3.85e-92	294	mate-pair-formation
NC_014312_00116|MPF_F	JAOURE010000101.1 Klebsiella pneumoniae strain P157 contig00173, whole genome shotgun sequence	101	5087	1	101	2667	2969	101	0	100.0	100.0	100.0	plus	4.49e-64	206	mate-pair-formation
NC_014312_00118|MPF_F	JAOURE010000101.1 Klebsiella pneumoniae strain P157 contig00173, whole genome shotgun sequence	246	5087	1	246	3545	4282	246	3	98.78	100.0	100.0	plus	1.17e-163	491	mate-pair-formation
NC_022609_00070|MPF_F	JAOURE010000101.1 Klebsiella pneumoniae strain P157 contig00173, whole genome shotgun sequence	256	5087	1	223	4285	4953	223	16	92.825	87.0	100.0	plus	9.18e-93	296	mate-pair-formation
