qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_016980_00239|MOBH	contig00014 len=115573 cov=40.8 corr=0 origname=NODE_14_length_115573_cov_40.836570_pilon sw=shovill-spades/1.1.0 date=20260917	982	115573	1	982	24066	27011	982	0	100.0	100.0	100.0	plus	0.0	1949	relaxase
CP035180_00077|MOBF	contig00025 len=60043 cov=27.3 corr=0 origname=NODE_25_length_60043_cov_27.263549_pilon sw=shovill-spades/1.1.0 date=20260917	687	60043	1	251	27247	28002	252	17	92.857	37.0	98.0	plus	0.0	373	relaxase
NC_021231_00058|MOBF	contig00025 len=60043 cov=27.3 corr=0 origname=NODE_25_length_60043_cov_27.263549_pilon sw=shovill-spades/1.1.0 date=20260917	1753	60043	1	1753	28014	33272	1753	38	97.832	100.0	100.0	plus	0.0	3360	relaxase
NC_013284_00016|MPF_T	contig00001 len=610020 cov=15.9 corr=0 origname=NODE_1_length_610020_cov_15.911070_pilon sw=shovill-spades/1.1.0 date=20260917	914	610020	1	914	560397	563132	914	81	90.919	100.0	100.0	plus	0.0	1727	mate-pair-formation
NC_010726_00011|MPF_T	contig00001 len=610020 cov=15.9 corr=0 origname=NODE_1_length_610020_cov_15.911070_pilon sw=shovill-spades/1.1.0 date=20260917	358	610020	5	358	564123	565184	354	45	87.288	99.0	99.0	plus	2.7499999999999997e-175	538	mate-pair-formation
NC_005814_00013|MPF_T	contig00001 len=610020 cov=15.9 corr=0 origname=NODE_1_length_610020_cov_15.911070_pilon sw=shovill-spades/1.1.0 date=20260917	227	610020	1	227	565409	566089	227	3	98.678	100.0	100.0	plus	1.87e-132	409	mate-pair-formation
NC_010726_00014|MPF_T	contig00001 len=610020 cov=15.9 corr=0 origname=NODE_1_length_610020_cov_15.911070_pilon sw=shovill-spades/1.1.0 date=20260917	301	610020	1	301	566092	566994	301	3	99.003	100.0	100.0	plus	0.0	617	mate-pair-formation
NC_018107_00101|MPF_F	contig00014 len=115573 cov=40.8 corr=0 origname=NODE_14_length_115573_cov_40.836570_pilon sw=shovill-spades/1.1.0 date=20260917	480	115573	1	480	17372	18811	480	18	96.25	100.0	100.0	minus	0.0	923	mate-pair-formation
NC_016980_00240|MPF_F	contig00014 len=115573 cov=40.8 corr=0 origname=NODE_14_length_115573_cov_40.836570_pilon sw=shovill-spades/1.1.0 date=20260917	708	115573	1	708	27004	29127	708	2	99.718	100.0	100.0	plus	0.0	1477	mate-pair-formation
NC_014312_00116|MPF_F	contig00025 len=60043 cov=27.3 corr=0 origname=NODE_25_length_60043_cov_27.263549_pilon sw=shovill-spades/1.1.0 date=20260917	101	60043	1	101	2704	3006	101	3	97.03	100.0	100.0	plus	3.67e-63	204	mate-pair-formation
NC_014312_00118|MPF_F	contig00025 len=60043 cov=27.3 corr=0 origname=NODE_25_length_60043_cov_27.263549_pilon sw=shovill-spades/1.1.0 date=20260917	246	60043	1	246	3582	4319	246	2	99.187	100.0	100.0	plus	3.77e-162	494	mate-pair-formation
NC_023332_00154|MPF_F	contig00025 len=60043 cov=27.3 corr=0 origname=NODE_25_length_60043_cov_27.263549_pilon sw=shovill-spades/1.1.0 date=20260917	474	60043	1	474	4322	5743	474	2	99.578	100.0	100.0	plus	0.0	789	mate-pair-formation
NC_021654_00004|MPF_F	contig00025 len=60043 cov=27.3 corr=0 origname=NODE_25_length_60043_cov_27.263549_pilon sw=shovill-spades/1.1.0 date=20260917	189	60043	1	189	6358	6924	189	0	100.0	100.0	100.0	plus	2.14e-125	386	mate-pair-formation
NC_021502_00131|MPF_T	contig00025 len=60043 cov=27.3 corr=0 origname=NODE_25_length_60043_cov_27.263549_pilon sw=shovill-spades/1.1.0 date=20260917	879	60043	1	879	9561	12197	879	33	96.246	100.0	100.0	plus	0.0	1758	mate-pair-formation
NC_014312_00128|MPF_F	contig00025 len=60043 cov=27.3 corr=0 origname=NODE_25_length_60043_cov_27.263549_pilon sw=shovill-spades/1.1.0 date=20260917	211	60043	1	206	12589	13206	206	3	98.544	98.0	98.0	plus	4.24e-124	384	mate-pair-formation
NC_022609_00081|MPF_F	contig00025 len=60043 cov=27.3 corr=0 origname=NODE_25_length_60043_cov_27.263549_pilon sw=shovill-spades/1.1.0 date=20260917	330	60043	1	330	13226	14215	330	14	95.758	100.0	100.0	plus	0.0	666	mate-pair-formation
NC_019389_00080|MPF_F	contig00025 len=60043 cov=27.3 corr=0 origname=NODE_25_length_60043_cov_27.263549_pilon sw=shovill-spades/1.1.0 date=20260917	212	60043	1	212	14231	14866	212	7	96.698	100.0	100.0	plus	2.6499999999999998e-138	424	mate-pair-formation
NC_021654_00016|MPF_F	contig00025 len=60043 cov=27.3 corr=0 origname=NODE_25_length_60043_cov_27.263549_pilon sw=shovill-spades/1.1.0 date=20260917	668	60043	1	668	14866	16869	668	0	100.0	100.0	100.0	plus	0.0	1292	mate-pair-formation
NC_019165_00034|MPF_F	contig00025 len=60043 cov=27.3 corr=0 origname=NODE_25_length_60043_cov_27.263549_pilon sw=shovill-spades/1.1.0 date=20260917	456	60043	1	456	19669	21036	456	1	99.781	100.0	100.0	plus	0.0	842	mate-pair-formation
NC_019155_00032|MPF_F	contig00025 len=60043 cov=27.3 corr=0 origname=NODE_25_length_60043_cov_27.263549_pilon sw=shovill-spades/1.1.0 date=20260917	959	60043	1	948	21039	23882	948	1	99.895	99.0	99.0	plus	0.0	1853	mate-pair-formation
NC_021502_00150|MPF_T	contig00025 len=60043 cov=27.3 corr=0 origname=NODE_25_length_60043_cov_27.263549_pilon sw=shovill-spades/1.1.0 date=20260917	770	60043	1	770	25702	28011	770	17	97.792	100.0	100.0	plus	0.0	1436	mate-pair-formation
NC_023911_00309|MPF_F	contig00030 len=36914 cov=42.2 corr=0 origname=NODE_30_length_36914_cov_42.226965_pilon sw=shovill-spades/1.1.0 date=20260917	286	36914	1	286	10118	10975	286	22	92.308	100.0	100.0	plus	3.84e-175	534	mate-pair-formation
NC_018107_00235|MPF_F	contig00030 len=36914 cov=42.2 corr=0 origname=NODE_30_length_36914_cov_42.226965_pilon sw=shovill-spades/1.1.0 date=20260917	389	36914	1	389	10980	12146	389	26	93.316	100.0	100.0	plus	0.0	709	mate-pair-formation
NC_016980_00099|MPF_T	contig00030 len=36914 cov=42.2 corr=0 origname=NODE_30_length_36914_cov_42.226965_pilon sw=shovill-spades/1.1.0 date=20260917	905	36914	1	905	16107	18821	905	0	100.0	100.0	100.0	plus	0.0	1846	mate-pair-formation
NC_016980_00109|MPF_F	contig00030 len=36914 cov=42.2 corr=0 origname=NODE_30_length_36914_cov_42.226965_pilon sw=shovill-spades/1.1.0 date=20260917	453	36914	1	453	28298	29656	453	0	100.0	100.0	100.0	plus	0.0	939	mate-pair-formation
NC_016980_00110|MPF_F	contig00030 len=36914 cov=42.2 corr=0 origname=NODE_30_length_36914_cov_42.226965_pilon sw=shovill-spades/1.1.0 date=20260917	345	36914	1	345	29656	30690	345	0	100.0	100.0	100.0	plus	0.0	718	mate-pair-formation
