qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_021654_00016|MPF_F	contig00031 len=39121 cov=5.7 corr=0 origname=NODE_31_length_39121_cov_5.708058_pilon sw=shovill-spades/1.1.0 date=20260916	668	39121	15	668	30117	32108	664	9	97.139	98.0	98.0	minus	0.0	1236	mate-pair-formation
NC_011281_00082|MPF_F	contig00031 len=39121 cov=5.7 corr=0 origname=NODE_31_length_39121_cov_5.708058_pilon sw=shovill-spades/1.1.0 date=20260916	215	39121	1	215	32161	32805	215	11	94.884	100.0	100.0	minus	3.61e-127	393	mate-pair-formation
NC_022609_00081|MPF_F	contig00031 len=39121 cov=5.7 corr=0 origname=NODE_31_length_39121_cov_5.708058_pilon sw=shovill-spades/1.1.0 date=20260916	330	39121	1	330	33084	34070	330	15	95.152	100.0	100.0	minus	0.0	652	mate-pair-formation
NC_014312_00128|MPF_F	contig00031 len=39121 cov=5.7 corr=0 origname=NODE_31_length_39121_cov_5.708058_pilon sw=shovill-spades/1.1.0 date=20260916	211	39121	1	211	34506	35138	211	1	99.526	100.0	100.0	minus	9.41e-130	400	mate-pair-formation
NC_021502_00131|MPF_T	contig00031 len=39121 cov=5.7 corr=0 origname=NODE_31_length_39121_cov_5.708058_pilon sw=shovill-spades/1.1.0 date=20260916	879	39121	1	879	35530	38166	879	41	95.336	100.0	100.0	minus	0.0	1739	mate-pair-formation
NC_017624_00009|MPF_T	contig00034 len=34377 cov=7.8 corr=0 origname=NODE_34_length_34377_cov_7.792788_pilon sw=shovill-spades/1.1.0 date=20260916	611	34377	1	599	9978	11774	599	29	95.159	98.0	98.0	minus	0.0	1123	mate-pair-formation
NC_019083_00030|MPF_T	contig00034 len=34377 cov=7.8 corr=0 origname=NODE_34_length_34377_cov_7.792788_pilon sw=shovill-spades/1.1.0 date=20260916	309	34377	1	309	14221	15147	309	4	98.706	100.0	100.0	minus	0.0	630	mate-pair-formation
NC_019157_00030|MPF_T	contig00034 len=34377 cov=7.8 corr=0 origname=NODE_34_length_34377_cov_7.792788_pilon sw=shovill-spades/1.1.0 date=20260916	242	34377	1	242	15156	15881	242	0	100.0	100.0	100.0	minus	9.56e-149	456	mate-pair-formation
NC_019157_00029|MPF_T	contig00034 len=34377 cov=7.8 corr=0 origname=NODE_34_length_34377_cov_7.792788_pilon sw=shovill-spades/1.1.0 date=20260916	351	34377	1	351	16079	17131	351	1	99.715	100.0	100.0	minus	0.0	641	mate-pair-formation
NC_023277_00163|MPF_T	contig00034 len=34377 cov=7.8 corr=0 origname=NODE_34_length_34377_cov_7.792788_pilon sw=shovill-spades/1.1.0 date=20260916	717	34377	1	717	18193	20343	717	71	90.098	100.0	100.0	minus	0.0	1335	mate-pair-formation
NC_019389_00068|MPF_F	contig00047 len=6768 cov=5.0 corr=2 origname=NODE_47_length_6768_cov_4.993073_pilon sw=shovill-spades/1.1.0 date=20260916	194	6768	23	194	2142	2657	172	10	94.186	89.0	89.0	minus	2.81e-107	335	mate-pair-formation
NC_023332_00154|MPF_F	contig00047 len=6768 cov=5.0 corr=2 origname=NODE_47_length_6768_cov_4.993073_pilon sw=shovill-spades/1.1.0 date=20260916	474	6768	1	474	3338	4759	474	6	98.734	100.0	100.0	minus	0.0	781	mate-pair-formation
NC_014312_00118|MPF_F	contig00047 len=6768 cov=5.0 corr=2 origname=NODE_47_length_6768_cov_4.993073_pilon sw=shovill-spades/1.1.0 date=20260916	246	6768	1	246	4762	5499	246	3	98.78	100.0	100.0	minus	1.79e-161	491	mate-pair-formation
NC_014312_00116|MPF_F	contig00047 len=6768 cov=5.0 corr=2 origname=NODE_47_length_6768_cov_4.993073_pilon sw=shovill-spades/1.1.0 date=20260916	101	6768	1	101	6075	6377	101	0	100.0	100.0	100.0	minus	4.54e-64	206	mate-pair-formation
