qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
AY543071|Col(IRGK)	contig00055 len=2438 cov=4720.6 corr=0 origname=NODE_55_length_2438_cov_4720.641309_pilon sw=shovill-spades/1.1.0 date=20260918	184	2438	1	184	1432	1616	185	2	98.378	100.0	100.0	plus	2.27e-89	324	replicon
NC_016980_00239|MOBH	contig00025 len=89096 cov=18.0 corr=0 origname=NODE_25_length_89096_cov_17.987900_pilon sw=shovill-spades/1.1.0 date=20260918	982	89096	1	982	15936	18881	982	43	95.621	100.0	100.0	minus	0.0	1811	relaxase
CP035180_00077|MOBF	contig00034 len=46039 cov=17.1 corr=0 origname=NODE_34_length_46039_cov_17.141576_pilon sw=shovill-spades/1.1.0 date=20260918	687	46039	1	251	32923	33678	252	18	92.46	37.0	99.0	plus	0.0	380	relaxase
NC_021231_00058|MOBF	contig00034 len=46039 cov=17.1 corr=0 origname=NODE_34_length_46039_cov_17.141576_pilon sw=shovill-spades/1.1.0 date=20260918	1753	46039	1	1753	33690	38945	1753	84	95.151	100.0	100.0	plus	0.0	3266	relaxase
NC_004464_00056|MOBP	contig00035 len=40644 cov=21.9 corr=0 origname=NODE_35_length_40644_cov_21.917010_pilon sw=shovill-spades/1.1.0 date=20260918	659	40644	1	659	29251	31227	659	2	99.697	100.0	100.0	minus	0.0	1378	relaxase
NC_011404_00002|MOBP	contig00048 len=4938 cov=900.6 corr=0 origname=NODE_48_length_4938_cov_900.626417_pilon sw=shovill-spades/1.1.0 date=20260918	500	4938	1	500	2450	3949	505	34	91.287	100.0	100.0	minus	0.0	882	relaxase
NC_001848_00006|MOBP	contig00048 len=4938 cov=900.6 corr=0 origname=NODE_48_length_4938_cov_900.626417_pilon sw=shovill-spades/1.1.0 date=20260918	107	4938	1	106	3945	4262	106	6	94.34	99.0	99.0	minus	1.27e-64	208	relaxase
NC_023911_00309|MPF_F	contig00019 len=109933 cov=18.7 corr=0 origname=NODE_19_length_109933_cov_18.650381_pilon sw=shovill-spades/1.1.0 date=20260918	286	109933	1	286	77336	78193	286	23	91.958	100.0	100.0	plus	1.84e-174	532	mate-pair-formation
NC_018107_00235|MPF_F	contig00019 len=109933 cov=18.7 corr=0 origname=NODE_19_length_109933_cov_18.650381_pilon sw=shovill-spades/1.1.0 date=20260918	389	109933	1	389	78198	79364	389	26	93.316	100.0	100.0	plus	0.0	709	mate-pair-formation
NC_016980_00099|MPF_T	contig00019 len=109933 cov=18.7 corr=0 origname=NODE_19_length_109933_cov_18.650381_pilon sw=shovill-spades/1.1.0 date=20260918	905	109933	1	905	83325	86039	905	11	98.785	100.0	100.0	plus	0.0	1826	mate-pair-formation
NC_016980_00109|MPF_F	contig00019 len=109933 cov=18.7 corr=0 origname=NODE_19_length_109933_cov_18.650381_pilon sw=shovill-spades/1.1.0 date=20260918	453	109933	1	453	95515	96873	453	1	99.779	100.0	100.0	plus	0.0	937	mate-pair-formation
NC_016980_00110|MPF_F	contig00019 len=109933 cov=18.7 corr=0 origname=NODE_19_length_109933_cov_18.650381_pilon sw=shovill-spades/1.1.0 date=20260918	345	109933	1	345	96873	97907	345	0	100.0	100.0	100.0	plus	0.0	719	mate-pair-formation
NC_016980_00240|MPF_F	contig00025 len=89096 cov=18.0 corr=0 origname=NODE_25_length_89096_cov_17.987900_pilon sw=shovill-spades/1.1.0 date=20260918	708	89096	1	708	13820	15943	708	4	99.435	100.0	100.0	minus	0.0	1475	mate-pair-formation
NC_018107_00101|MPF_F	contig00025 len=89096 cov=18.0 corr=0 origname=NODE_25_length_89096_cov_17.987900_pilon sw=shovill-spades/1.1.0 date=20260918	480	89096	1	480	24135	25574	480	17	96.458	100.0	100.0	plus	0.0	925	mate-pair-formation
NC_014312_00116|MPF_F	contig00034 len=46039 cov=17.1 corr=0 origname=NODE_34_length_46039_cov_17.141576_pilon sw=shovill-spades/1.1.0 date=20260918	101	46039	1	101	6670	6972	101	0	100.0	100.0	100.0	plus	4.61e-64	206	mate-pair-formation
NC_014312_00118|MPF_F	contig00034 len=46039 cov=17.1 corr=0 origname=NODE_34_length_46039_cov_17.141576_pilon sw=shovill-spades/1.1.0 date=20260918	246	46039	1	246	7548	8285	246	3	98.78	100.0	100.0	plus	5.5900000000000006e-161	491	mate-pair-formation
NC_023332_00154|MPF_F	contig00034 len=46039 cov=17.1 corr=0 origname=NODE_34_length_46039_cov_17.141576_pilon sw=shovill-spades/1.1.0 date=20260918	474	46039	1	474	8288	9709	474	2	99.578	100.0	100.0	plus	0.0	791	mate-pair-formation
NC_019389_00068|MPF_F	contig00034 len=46039 cov=17.1 corr=0 origname=NODE_34_length_46039_cov_17.141576_pilon sw=shovill-spades/1.1.0 date=20260918	194	46039	23	194	10390	10905	172	10	94.186	89.0	89.0	plus	2.9500000000000004e-107	335	mate-pair-formation
NC_021502_00131|MPF_T	contig00034 len=46039 cov=17.1 corr=0 origname=NODE_34_length_46039_cov_17.141576_pilon sw=shovill-spades/1.1.0 date=20260918	879	46039	1	879	13679	16315	879	43	95.108	100.0	100.0	plus	0.0	1736	mate-pair-formation
NC_014312_00128|MPF_F	contig00034 len=46039 cov=17.1 corr=0 origname=NODE_34_length_46039_cov_17.141576_pilon sw=shovill-spades/1.1.0 date=20260918	211	46039	1	211	16707	17339	211	2	99.052	100.0	100.0	plus	3.5200000000000004e-129	398	mate-pair-formation
NC_022609_00081|MPF_F	contig00034 len=46039 cov=17.1 corr=0 origname=NODE_34_length_46039_cov_17.141576_pilon sw=shovill-spades/1.1.0 date=20260918	330	46039	1	330	17775	18761	330	15	95.152	100.0	100.0	plus	0.0	652	mate-pair-formation
NC_011281_00082|MPF_F	contig00034 len=46039 cov=17.1 corr=0 origname=NODE_34_length_46039_cov_17.141576_pilon sw=shovill-spades/1.1.0 date=20260918	215	46039	1	215	19040	19684	215	10	95.349	100.0	100.0	plus	7.859999999999999e-128	395	mate-pair-formation
NC_021654_00016|MPF_F	contig00034 len=46039 cov=17.1 corr=0 origname=NODE_34_length_46039_cov_17.141576_pilon sw=shovill-spades/1.1.0 date=20260918	668	46039	15	668	19737	21698	654	10	98.471	98.0	98.0	plus	0.0	1243	mate-pair-formation
NC_019165_00034|MPF_F	contig00034 len=46039 cov=17.1 corr=0 origname=NODE_34_length_46039_cov_17.141576_pilon sw=shovill-spades/1.1.0 date=20260918	456	46039	5	455	24592	25944	451	21	95.344	99.0	99.0	plus	0.0	797	mate-pair-formation
NC_019155_00032|MPF_F	contig00034 len=46039 cov=17.1 corr=0 origname=NODE_34_length_46039_cov_17.141576_pilon sw=shovill-spades/1.1.0 date=20260918	959	46039	1	951	25950	28805	952	71	92.437	99.0	99.0	plus	0.0	1700	mate-pair-formation
NC_021502_00150|MPF_T	contig00034 len=46039 cov=17.1 corr=0 origname=NODE_34_length_46039_cov_17.141576_pilon sw=shovill-spades/1.1.0 date=20260918	770	46039	1	770	31378	33687	770	5	99.351	100.0	100.0	plus	0.0	1452	mate-pair-formation
NC_004464_00105|MPF_I	contig00035 len=40644 cov=21.9 corr=0 origname=NODE_35_length_40644_cov_21.917010_pilon sw=shovill-spades/1.1.0 date=20260918	695	40644	1	695	3765	5849	695	4	99.424	100.0	100.0	plus	0.0	1407	mate-pair-formation
NC_004464_00073|MPF_I	contig00035 len=40644 cov=21.9 corr=0 origname=NODE_35_length_40644_cov_21.917010_pilon sw=shovill-spades/1.1.0 date=20260918	402	40644	1	402	12322	13527	402	0	100.0	100.0	100.0	minus	0.0	783	mate-pair-formation
NC_005246_00069|MPF_I	contig00035 len=40644 cov=21.9 corr=0 origname=NODE_35_length_40644_cov_21.917010_pilon sw=shovill-spades/1.1.0 date=20260918	129	40644	1	129	17114	17500	129	1	99.225	100.0	100.0	minus	3.7899999999999986e-68	219	mate-pair-formation
NC_019154_00069|MPF_I	contig00035 len=40644 cov=21.9 corr=0 origname=NODE_35_length_40644_cov_21.917010_pilon sw=shovill-spades/1.1.0 date=20260918	176	40644	1	176	17520	18047	176	0	100.0	100.0	100.0	minus	6.91e-103	321	mate-pair-formation
NC_004464_00068|MPF_I	contig00035 len=40644 cov=21.9 corr=0 origname=NODE_35_length_40644_cov_21.917010_pilon sw=shovill-spades/1.1.0 date=20260918	234	40644	1	234	18074	18775	234	12	94.872	100.0	100.0	minus	4.4e-131	405	mate-pair-formation
NC_004464_00066|MPF_I	contig00035 len=40644 cov=21.9 corr=0 origname=NODE_35_length_40644_cov_21.917010_pilon sw=shovill-spades/1.1.0 date=20260918	383	40644	1	383	20151	21299	383	1	99.739	100.0	100.0	minus	0.0	648	mate-pair-formation
NC_019344_00078|MPF_I	contig00035 len=40644 cov=21.9 corr=0 origname=NODE_35_length_40644_cov_21.917010_pilon sw=shovill-spades/1.1.0 date=20260918	237	40644	1	237	21311	22021	237	2	99.156	100.0	100.0	minus	1.6e-132	409	mate-pair-formation
NC_019063_00094|MPF_I	contig00035 len=40644 cov=21.9 corr=0 origname=NODE_35_length_40644_cov_21.917010_pilon sw=shovill-spades/1.1.0 date=20260918	170	40644	1	170	22687	23196	170	1	99.412	100.0	100.0	minus	1.38e-111	346	mate-pair-formation
NC_005246_00057|MPF_I	contig00035 len=40644 cov=21.9 corr=0 origname=NODE_35_length_40644_cov_21.917010_pilon sw=shovill-spades/1.1.0 date=20260918	259	40644	15	259	27961	28695	245	1	99.592	95.0	95.0	minus	1.59e-165	505	mate-pair-formation
