qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NC_016980_00110|MPF_F	contig00031 len=34218 cov=16.1 corr=0 origname=NODE_31_length_34218_cov_16.055238_pilon sw=shovill-spades/1.1.0 date=20260915	345	34218	1	345	6225	7259	345	0	100.0	100.0	100.0	minus	0.0	718	mate-pair-formation
NC_016980_00109|MPF_F	contig00031 len=34218 cov=16.1 corr=0 origname=NODE_31_length_34218_cov_16.055238_pilon sw=shovill-spades/1.1.0 date=20260915	453	34218	1	453	7259	8617	453	0	100.0	100.0	100.0	minus	0.0	939	mate-pair-formation
NC_016980_00099|MPF_T	contig00031 len=34218 cov=16.1 corr=0 origname=NODE_31_length_34218_cov_16.055238_pilon sw=shovill-spades/1.1.0 date=20260915	905	34218	1	905	18094	20808	905	0	100.0	100.0	100.0	minus	0.0	1846	mate-pair-formation
NC_018107_00235|MPF_F	contig00031 len=34218 cov=16.1 corr=0 origname=NODE_31_length_34218_cov_16.055238_pilon sw=shovill-spades/1.1.0 date=20260915	389	34218	1	389	24769	25935	389	26	93.316	100.0	100.0	minus	0.0	709	mate-pair-formation
NC_023911_00309|MPF_F	contig00031 len=34218 cov=16.1 corr=0 origname=NODE_31_length_34218_cov_16.055238_pilon sw=shovill-spades/1.1.0 date=20260915	286	34218	1	286	25940	26797	286	22	92.308	100.0	100.0	minus	3.68e-175	534	mate-pair-formation
NC_014312_00116|MPF_F	contig00035 len=29450 cov=18.2 corr=0 origname=NODE_35_length_29450_cov_18.222025_pilon sw=shovill-spades/1.1.0 date=20260915	101	29450	1	101	9227	9529	101	0	100.0	100.0	100.0	plus	4.54e-64	206	mate-pair-formation
NC_014312_00118|MPF_F	contig00035 len=29450 cov=18.2 corr=0 origname=NODE_35_length_29450_cov_18.222025_pilon sw=shovill-spades/1.1.0 date=20260915	246	29450	1	246	10105	10842	246	2	99.187	100.0	100.0	plus	3.32e-162	494	mate-pair-formation
NC_023332_00154|MPF_F	contig00035 len=29450 cov=18.2 corr=0 origname=NODE_35_length_29450_cov_18.222025_pilon sw=shovill-spades/1.1.0 date=20260915	474	29450	1	474	10845	12266	474	4	99.156	100.0	100.0	plus	0.0	786	mate-pair-formation
NC_019389_00068|MPF_F	contig00035 len=29450 cov=18.2 corr=0 origname=NODE_35_length_29450_cov_18.222025_pilon sw=shovill-spades/1.1.0 date=20260915	194	29450	23	194	12947	13462	172	10	94.186	89.0	89.0	plus	2.9e-107	335	mate-pair-formation
NC_021502_00131|MPF_T	contig00035 len=29450 cov=18.2 corr=0 origname=NODE_35_length_29450_cov_18.222025_pilon sw=shovill-spades/1.1.0 date=20260915	879	29450	1	879	16237	18873	879	41	95.336	100.0	100.0	plus	0.0	1739	mate-pair-formation
NC_014312_00128|MPF_F	contig00035 len=29450 cov=18.2 corr=0 origname=NODE_35_length_29450_cov_18.222025_pilon sw=shovill-spades/1.1.0 date=20260915	211	29450	1	211	19265	19897	211	2	99.052	100.0	100.0	plus	4.0000000000000003e-129	398	mate-pair-formation
NC_022609_00081|MPF_F	contig00035 len=29450 cov=18.2 corr=0 origname=NODE_35_length_29450_cov_18.222025_pilon sw=shovill-spades/1.1.0 date=20260915	330	29450	1	330	20333	21319	330	15	95.152	100.0	100.0	plus	0.0	652	mate-pair-formation
NC_011281_00082|MPF_F	contig00035 len=29450 cov=18.2 corr=0 origname=NODE_35_length_29450_cov_18.222025_pilon sw=shovill-spades/1.1.0 date=20260915	215	29450	1	215	21598	22242	215	12	94.419	100.0	100.0	plus	9.55e-127	392	mate-pair-formation
NC_021654_00016|MPF_F	contig00035 len=29450 cov=18.2 corr=0 origname=NODE_35_length_29450_cov_18.222025_pilon sw=shovill-spades/1.1.0 date=20260915	668	29450	15	668	22295	24256	654	10	98.471	98.0	98.0	plus	0.0	1242	mate-pair-formation
NC_019165_00034|MPF_F	contig00035 len=29450 cov=18.2 corr=0 origname=NODE_35_length_29450_cov_18.222025_pilon sw=shovill-spades/1.1.0 date=20260915	456	29450	5	455	27150	28502	451	25	94.457	99.0	99.0	plus	0.0	792	mate-pair-formation
NC_018107_00101|MPF_F	contig00038 len=26369 cov=16.3 corr=0 origname=NODE_38_length_26369_cov_16.263996_pilon sw=shovill-spades/1.1.0 date=20260915	480	26369	1	480	6636	8075	480	18	96.25	100.0	100.0	plus	0.0	923	mate-pair-formation
NC_021502_00150|MPF_T	contig00044 len=18459 cov=17.3 corr=0 origname=NODE_44_length_18459_cov_17.328537_pilon sw=shovill-spades/1.1.0 date=20260915	770	18459	1	770	12379	14688	770	5	99.351	100.0	100.0	minus	0.0	1452	mate-pair-formation
NC_016980_00240|MPF_F	contig00048 len=13566 cov=15.4 corr=0 origname=NODE_48_length_13566_cov_15.369528_pilon sw=shovill-spades/1.1.0 date=20260915	708	13566	1	708	9666	11789	708	0	100.0	100.0	100.0	minus	0.0	1480	mate-pair-formation
